,No,Kabupaten / County,new_treatment,total_treatment,new_recovered,total_recovered,new_deaths,total_deaths,new_cases,total_cases,Date,new PPLN/PMI,total history-of-foreign-travel/ migrant-worker (PPLN/PMI),new domestic-travel-history,total domestic-travel-history (PPDN),new_local_transmission,total_local_transmission,new_other_transmission,total_other_transmission,Name_EN,Name_Indo,Capital,area_km2,population_2000,population_2010,population_2015,HDI_2014_estimate,Gouvernor,Nr. of Sub-Districts,Nr of Keluruhan/Villages,total_cases_per_100k,total_deaths_per_100k,new_cases_per_mil,cases7,cases7_per_100k,deaths7,deaths7_per_100k,CFR,growth_rate_new_cases,id
746,7,KLUNGKUNG,-3,78,9,1203,0,36,6,1317,2021-02-27,0,19,0,21,6,1277,0,0,Klungkung,Klungkung,Semarapura,315.00,155.262,170.543,175.573,0.683 (Medium),I Nyoman Suwirta,4.0,6/53,0.75,0.02,0.003417381943692937,18.285714285714285,0.010414878304587998,0.8571428571428571,1.1391273145643122e-05,2.73,1.0,7
747,8,KARANGASEM,-9,148,11,1274,0,68,2,1490,2021-02-27,0,23,0,92,2,1375,0,0,Karangasem,Karangasem,Amlapura,839.54,360.486,396.487,408.487,0.640 (Medium),I Gusti Ayu Mas Sumatri,8.0,3/75,0.36,0.02,0.0004896116645082952,17.857142857142858,0.0043715327188240645,0.8571428571428571,4.896116645082952e-06,4.56,-0.6,6
748,9,BULELENG,5,180,15,2076,0,94,20,2350,2021-02-27,0,41,0,23,20,2286,0,0,Buleleng,Buleleng,Singaraja,"1,364.73",558.181,624.125,645.893,0.691 (Medium),Putu Agus Suradnyana,9.0,19/129,0.36,0.01,0.0030964881180009693,18.857142857142858,0.0029195459398294855,0.5714285714285714,1.5482440590004848e-06,4.0,0.5384615384615385,3
749,10,KABUPATEN LAINNYA,-1,113,2,263,0,4,1,380,2021-02-27,0,6,0,98,1,276,0,0,Kabupaten lainnya,,,,,,,,,,,,,,13.142857142857142,,0.5714285714285714,,1.05,-0.975609756097561,0
750,1,JEMBRANA,-8,77,12,1783,0,68,4,1928,2021-03-01,0,26,0,52,4,1850,0,0,Jembrana,Jembrana,Negara,841.80,231.806,261.638,271.423,0.686 (Medium),I Putu Artha,5.0,10/41,0.71,0.03,0.0014737144604547146,7.285714285714286,0.0026842656243996586,0.0,1.1052858453410359e-05,3.53,-0.9111111111111111,5
751,2,TABANAN,-3,171,12,3470,0,113,9,3754,2021-03-01,0,23,2,116,7,3615,0,0,Tabanan,Tabanan,Tabanan,839.30,376.03,420.913,435.753,0.726 (High),Ni Putu Eka Wiryastuti,10.0,-/133,0.86,0.03,0.0020653902554887745,7.857142857142857,0.0018031184770140097,0.0,6.884634184962582e-06,3.01,0.8,9
752,3,BADUNG,-3,365,50,5878,0,150,47,6393,2021-03-01,0,32,2,257,45,6104,0,0,Badung,Badung,Mangupura,418.52,345.863,543.332,615.148,0.779 (High),I Nyoman Giri Prasta,6.0,16/46,1.04,0.02,0.007640437748314227,12.714285714285714,0.0020668661386017205,0.0,3.251250105665629e-06,2.35,2.6153846153846154,1
753,4,DENPASAR,11,920,64,9680,3,202,78,10802,2021-03-01,0,50,17,576,61,10176,0,0,Denpasar,Kota Denpasar,Denpasar,127.78,532.44,788.589,879.098,0.816 (Very High),Ida Bagus Rai Dharmawijaya Mantra,4.0,16/27,1.23,0.02,0.008872730912822006,23.0,0.002616318089678284,0.42857142857142855,2.2750592084158994e-06,1.87,12.0,8
754,5,GIANYAR,-5,50,16,3977,0,127,11,4154,2021-03-01,0,32,1,282,10,3840,0,0,Gianyar,Gianyar,Gianyar,368.00,393.155,469.777,494.729,0.742 (High),I Made Agus Mahayastra,7.0,6/64,0.84,0.03,0.0022234394992005726,24.285714285714285,0.004908892400832433,0.42857142857142855,6.063925906910652e-06,3.06,4.5,4
755,6,BANGLI,-3,127,2,1634,1,61,0,1822,2021-03-01,0,58,0,16,0,1748,0,0,Bangli,Bangli,Bangli,490.71,193.776,215.353,222.474,0.657 (Medium),I Made Gianyar,4.0,4/68,0.82,0.03,0.0,21.428571428571427,0.00963194415013504,0.5714285714285714,1.3484721810189056e-05,3.35,-1.0,2
756,7,KLUNGKUNG,-4,77,8,1214,1,37,5,1328,2021-03-01,0,19,1,22,4,1287,0,0,Klungkung,Klungkung,Semarapura,315.00,155.262,170.543,175.573,0.683 (Medium),I Nyoman Suwirta,4.0,6/53,0.76,0.02,0.0028478182864107807,22.0,0.012530400460207437,0.7142857142857143,1.1391273145643122e-05,2.79,4.0,7
757,8,KARANGASEM,-13,150,22,1297,2,70,11,1517,2021-03-01,0,23,4,103,7,1391,0,0,Karangasem,Karangasem,Amlapura,839.54,360.486,396.487,408.487,0.640 (Medium),I Gusti Ayu Mas Sumatri,8.0,3/75,0.37,0.02,0.002692864154795624,23.0,0.005630534141845395,1.0,4.896116645082952e-06,4.61,1.75,6
758,9,BULELENG,-45,146,44,2141,1,95,0,2382,2021-03-01,0,41,0,24,0,2317,0,0,Buleleng,Buleleng,Singaraja,"1,364.73",558.181,624.125,645.893,0.691 (Medium),Putu Agus Suradnyana,9.0,19/129,0.37,0.01,0.0,21.714285714285715,0.0033619013852581956,1.1428571428571428,1.5482440590004848e-06,3.99,-1.0,3
759,10,KABUPATEN LAINNYA,-1,92,1,286,0,4,0,382,2021-03-01,0,6,0,99,0,277,0,0,Kabupaten lainnya,,,,,,,,,,,,,,15.0,,1.1428571428571428,,1.05,-1.0,0
760,1,JEMBRANA,8,85,0,1783,0,68,8,1936,2021-03-02,0,26,3,55,5,1855,0,0,Jembrana,Jembrana,Negara,841.80,231.806,261.638,271.423,0.686 (Medium),I Putu Artha,5.0,10/41,0.71,0.03,0.002947428920909429,5.0,0.0018421430755683932,0.7142857142857143,1.1052858453410359e-05,3.51,-0.8974358974358975,5
761,2,TABANAN,2,173,13,3483,1,114,16,3770,2021-03-02,0,23,0,116,16,3631,0,0,Tabanan,Tabanan,Tabanan,839.30,376.03,420.913,435.753,0.726 (High),Ni Putu Eka Wiryastuti,10.0,-/133,0.87,0.03,0.0036718048986467107,5.714285714285714,0.0013113588923738253,0.8571428571428571,6.884634184962582e-06,3.02,0.4545454545454546,9
762,3,BADUNG,25,390,24,5902,3,153,52,6445,2021-03-02,0,32,9,266,43,6147,0,0,Badung,Badung,Mangupura,418.52,345.863,543.332,615.148,0.779 (High),I Nyoman Giri Prasta,6.0,16/46,1.05,0.02,0.008453250274730635,13.142857142857142,0.0021365357837231274,1.1428571428571428,3.251250105665629e-06,2.37,inf,1
763,4,DENPASAR,-90,830,111,9791,3,205,24,10826,2021-03-02,0,50,4,580,20,10196,0,0,Denpasar,Kota Denpasar,Denpasar,127.78,532.44,788.589,879.098,0.816 (Very High),Ida Bagus Rai Dharmawijaya Mantra,4.0,16/27,1.23,0.02,0.002730071050099079,15.857142857142858,0.001803796943815463,1.4285714285714286,2.2750592084158994e-06,1.89,3.8,8
764,5,GIANYAR,-4,46,11,3988,0,127,7,4161,2021-03-02,0,32,1,283,6,3846,0,0,Gianyar,Gianyar,Gianyar,368.00,393.155,469.777,494.729,0.742 (High),I Made Agus Mahayastra,7.0,6/64,0.84,0.03,0.001414916044945819,15.285714285714286,0.0030897146287592377,1.1428571428571428,6.063925906910652e-06,3.05,-0.36363636363636365,4
765,6,BANGLI,-16,111,31,1665,1,62,16,1838,2021-03-02,0,58,0,16,16,1764,0,0,Bangli,Bangli,Bangli,490.71,193.776,215.353,222.474,0.657 (Medium),I Made Gianyar,4.0,4/68,0.83,0.03,0.007191851632100831,17.571428571428573,0.007898194203110734,1.1428571428571428,1.3484721810189056e-05,3.37,inf,2
766,7,KLUNGKUNG,9,86,5,1219,0,37,14,1342,2021-03-02,0,19,0,22,14,1301,0,0,Klungkung,Klungkung,Semarapura,315.00,155.262,170.543,175.573,0.683 (Medium),I Nyoman Suwirta,4.0,6/53,0.76,0.02,0.007973891201950186,19.571428571428573,0.011147174435379343,1.1428571428571428,1.1391273145643122e-05,2.76,inf,7
767,8,KARANGASEM,-6,144,9,1306,0,70,3,1520,2021-03-02,0,23,3,106,0,1391,0,0,Karangasem,Karangasem,Amlapura,839.54,360.486,396.487,408.487,0.640 (Medium),I Gusti Ayu Mas Sumatri,8.0,3/75,0.37,0.02,0.0007344174967624429,18.857142857142858,0.004616338551078212,1.1428571428571428,4.896116645082952e-06,4.61,-0.625,6
768,9,BULELENG,6,152,20,2161,0,95,26,2408,2021-03-02,0,41,0,24,26,2343,0,0,Buleleng,Buleleng,Singaraja,"1,364.73",558.181,624.125,645.893,0.691 (Medium),Putu Agus Suradnyana,9.0,19/129,0.37,0.01,0.004025434553401259,20.285714285714285,0.0031407236625438403,1.0,1.5482440590004848e-06,3.95,0.625,3
769,10,KABUPATEN LAINNYA,0,92,1,287,0,4,1,383,2021-03-02,0,6,0,99,1,278,0,0,Kabupaten lainnya,,,,,,,,,,,,,,13.0,,0.5714285714285714,,1.04,-0.9807692307692307,0
770,1,JEMBRANA,-3,91,20,1814,0,69,17,1974,2021-03-05,0,26,0,59,17,1889,0,0,Jembrana,Jembrana,Negara,841.80,231.806,261.638,271.423,0.686 (Medium),I Putu Artha,5.0,10/41,0.73,0.03,0.006263286456932538,12.0,0.004421143381364144,0.14285714285714285,1.1052858453410359e-05,3.5,-0.29166666666666663,5
771,2,TABANAN,-16,135,29,3575,2,120,15,3830,2021-03-05,0,23,1,121,14,3686,0,0,Tabanan,Tabanan,Tabanan,839.30,376.03,420.913,435.753,0.726 (High),Ni Putu Eka Wiryastuti,10.0,-/133,0.88,0.03,0.003442317092481291,13.142857142857142,0.003016125452459798,0.42857142857142855,6.884634184962582e-06,3.13,1.1428571428571428,9
772,3,BADUNG,-2,381,46,6048,2,162,46,6591,2021-03-05,0,32,3,271,43,6288,0,0,Badung,Badung,Mangupura,418.52,345.863,543.332,615.148,0.779 (High),I Nyoman Giri Prasta,6.0,16/46,1.07,0.03,0.0074778752430309445,17.428571428571427,0.0028332322349371906,0.5714285714285714,4.876875158498443e-06,2.46,1.875,1
773,4,DENPASAR,-18,769,93,10074,2,210,77,11053,2021-03-05,0,50,21,626,56,10377,0,0,Denpasar,Kota Denpasar,Denpasar,127.78,532.44,788.589,879.098,0.816 (Very High),Ida Bagus Rai Dharmawijaya Mantra,4.0,16/27,1.26,0.02,0.008758977952401213,26.428571428571427,0.003006328239692438,0.8571428571428571,2.2750592084158994e-06,1.9,4.5,8
774,5,GIANYAR,-11,16,25,4063,0,127,14,4206,2021-03-05,0,32,4,288,10,3886,0,0,Gianyar,Gianyar,Gianyar,368.00,393.155,469.777,494.729,0.742 (High),I Made Agus Mahayastra,7.0,6/64,0.85,0.03,0.002829832089891638,28.0,0.005659664179783276,0.8571428571428571,6.063925906910652e-06,3.02,3.666666666666667,4
775,6,BANGLI,-8,101,8,1686,0,66,0,1853,2021-03-05,0,58,0,16,0,1779,0,0,Bangli,Bangli,Bangli,490.71,193.776,215.353,222.474,0.657 (Medium),I Made Gianyar,4.0,4/68,0.83,0.03,0.0,24.285714285714285,0.010916203370153046,0.8571428571428571,1.3484721810189056e-05,3.56,-1.0,2
776,7,KLUNGKUNG,5,110,10,1237,0,38,15,1385,2021-03-05,0,19,1,27,14,1339,0,0,Klungkung,Klungkung,Semarapura,315.00,155.262,170.543,175.573,0.683 (Medium),I Nyoman Suwirta,4.0,6/53,0.79,0.02,0.008543454859232342,26.285714285714285,0.014971387562845245,0.8571428571428571,1.1391273145643122e-05,2.74,14.0,7
777,8,KARANGASEM,7,168,5,1317,0,72,12,1557,2021-03-05,0,23,7,122,5,1412,0,0,Karangasem,Karangasem,Amlapura,839.54,360.486,396.487,408.487,0.640 (Medium),I Gusti Ayu Mas Sumatri,8.0,3/75,0.38,0.02,0.0029376699870497717,25.571428571428573,0.006260034853356061,0.8571428571428571,4.896116645082952e-06,4.62,-0.2941176470588235,6
778,9,BULELENG,1,148,15,2208,0,98,16,2454,2021-03-05,0,41,0,24,16,2389,0,0,Buleleng,Buleleng,Singaraja,"1,364.73",558.181,624.125,645.893,0.691 (Medium),Putu Agus Suradnyana,9.0,19/129,0.38,0.02,0.0024771904944007753,25.714285714285715,0.003981199008858389,0.5714285714285714,3.0964881180009697e-06,3.99,0.06666666666666665,3
779,10,KABUPATEN LAINNYA,1,107,1,288,0,4,2,399,2021-03-05,0,6,1,106,1,287,0,0,Kabupaten lainnya,,,,,,,,,,,,,,19.428571428571427,,0.2857142857142857,,1.0,-0.9565217391304348,0
780,1,JEMBRANA,-9,82,19,1833,0,69,10,1984,2021-03-06,0,26,1,60,9,1898,0,0,Jembrana,Jembrana,Negara,841.80,231.806,261.638,271.423,0.686 (Medium),I Putu Artha,5.0,10/41,0.73,0.03,0.0036842861511367864,9.857142857142858,0.0036316534918348327,0.0,1.1052858453410359e-05,3.48,-0.8701298701298701,5
781,2,TABANAN,2,137,13,3588,2,122,17,3847,2021-03-06,0,23,1,122,16,3702,0,0,Tabanan,Tabanan,Tabanan,839.30,376.03,420.913,435.753,0.726 (High),Ni Putu Eka Wiryastuti,10.0,-/133,0.88,0.03,0.0039012927048121303,10.285714285714286,0.0023604460062728854,0.2857142857142857,6.884634184962582e-06,3.17,0.2142857142857142,9
782,3,BADUNG,5,386,35,6083,0,162,40,6631,2021-03-06,0,32,3,274,37,6325,0,0,Badung,Badung,Mangupura,418.52,345.863,543.332,615.148,0.779 (High),I Nyoman Giri Prasta,6.0,16/46,1.08,0.03,0.006502500211331257,16.0,0.002601000084532503,0.2857142857142857,4.876875158498443e-06,2.44,inf,1
783,4,DENPASAR,-88,681,100,10174,1,211,13,11066,2021-03-06,0,50,3,629,10,10387,0,0,Denpasar,Kota Denpasar,Denpasar,127.78,532.44,788.589,879.098,0.816 (Very High),Ida Bagus Rai Dharmawijaya Mantra,4.0,16/27,1.26,0.02,0.0014787884854703345,15.714285714285714,0.0017875465208982066,0.42857142857142855,2.2750592084158994e-06,1.91,-0.1333333333333333,8
784,5,GIANYAR,-5,11,21,4084,0,127,16,4222,2021-03-06,0,32,2,290,14,3900,0,0,Gianyar,Gianyar,Gianyar,368.00,393.155,469.777,494.729,0.742 (High),I Made Agus Mahayastra,7.0,6/64,0.85,0.03,0.003234093817019015,16.285714285714285,0.0032918454923229253,0.42857142857142855,6.063925906910652e-06,3.01,0.33333333333333326,4
785,6,BANGLI,6,107,11,1697,1,67,18,1871,2021-03-06,0,58,0,16,18,1797,0,0,Bangli,Bangli,Bangli,490.71,193.776,215.353,222.474,0.657 (Medium),I Made Gianyar,4.0,4/68,0.84,0.03,0.008090833086113434,16.571428571428573,0.007448703476104432,0.5714285714285714,1.3484721810189056e-05,3.58,0.125,2
786,7,KLUNGKUNG,9,119,6,1243,0,38,15,1400,2021-03-06,0,19,0,27,15,1354,0,0,Klungkung,Klungkung,Semarapura,315.00,155.262,170.543,175.573,0.683 (Medium),I Nyoman Suwirta,4.0,6/53,0.8,0.02,0.008543454859232342,18.428571428571427,0.01049624454134259,0.5714285714285714,1.1391273145643122e-05,2.71,6.5,7
787,8,KARANGASEM,2,170,2,1319,1,73,5,1562,2021-03-06,0,23,0,122,5,1417,0,0,Karangasem,Karangasem,Amlapura,839.54,360.486,396.487,408.487,0.640 (Medium),I Gusti Ayu Mas Sumatri,8.0,3/75,0.38,0.02,0.001224029161270738,17.714285714285715,0.004336560457073472,0.7142857142857143,4.896116645082952e-06,4.67,-0.5,6
788,9,BULELENG,8,156,11,2219,0,98,19,2473,2021-03-06,0,41,0,24,19,2408,0,0,Buleleng,Buleleng,Singaraja,"1,364.73",558.181,624.125,645.893,0.691 (Medium),Putu Agus Suradnyana,9.0,19/129,0.38,0.02,0.0029416637121009205,18.0,0.0027868393062008725,0.42857142857142855,3.0964881180009697e-06,3.96,0.11764705882352944,3
789,10,KABUPATEN LAINNYA,-1,106,1,289,0,4,0,399,2021-03-06,0,6,0,106,0,287,0,0,Kabupaten lainnya,,,,,,,,,,,,,,12.285714285714286,,0.42857142857142855,,1.0,-1.0,0
790,1,JEMBRANA,-11,71,15,1848,0,69,4,1988,2021-03-07,0,26,0,60,4,1902,0,0,Jembrana,Jembrana,Negara,841.80,231.806,261.638,271.423,0.686 (Medium),I Putu Artha,5.0,10/41,0.73,0.03,0.0014737144604547146,11.0,0.004052714766250465,0.2857142857142857,1.1052858453410359e-05,3.47,-0.6923076923076923,5
791,2,TABANAN,-2,135,8,3596,1,123,7,3854,2021-03-07,0,23,1,123,6,3708,0,0,Tabanan,Tabanan,Tabanan,839.30,376.03,420.913,435.753,0.726 (High),Ni Putu Eka Wiryastuti,10.0,-/133,0.88,0.03,0.0016064146431579358,9.714285714285714,0.002229310117035503,0.42857142857142855,6.884634184962582e-06,3.19,-0.5625,9
792,3,BADUNG,-41,345,70,6153,0,162,29,6660,2021-03-07,0,32,3,277,26,6351,0,0,Badung,Badung,Mangupura,418.52,345.863,543.332,615.148,0.779 (High),I Nyoman Giri Prasta,6.0,16/46,1.08,0.03,0.004714312653215161,11.285714285714286,0.0018346339881970333,0.2857142857142857,4.876875158498443e-06,2.43,0.6111111111111112,1
793,4,DENPASAR,19,700,39,10213,0,211,58,11124,2021-03-07,0,50,9,638,49,10436,0,0,Denpasar,Kota Denpasar,Denpasar,127.78,532.44,788.589,879.098,0.816 (Very High),Ida Bagus Rai Dharmawijaya Mantra,4.0,16/27,1.27,0.02,0.006597671704406108,17.428571428571427,0.0019825515959052834,0.2857142857142857,2.2750592084158994e-06,1.9,2.8666666666666667,8
794,5,GIANYAR,-3,8,10,4094,0,127,7,4229,2021-03-07,0,32,0,290,7,3907,0,0,Gianyar,Gianyar,Gianyar,368.00,393.155,469.777,494.729,0.742 (High),I Made Agus Mahayastra,7.0,6/64,0.85,0.03,0.001414916044945819,17.714285714285715,0.003580603868842481,0.14285714285714285,6.063925906910652e-06,3.0,0.3999999999999999,4
795,6,BANGLI,-16,91,17,1714,1,68,2,1873,2021-03-07,0,58,0,16,2,1799,0,0,Bangli,Bangli,Bangli,490.71,193.776,215.353,222.474,0.657 (Medium),I Made Gianyar,4.0,4/68,0.84,0.03,0.0008989814540126039,15.285714285714286,0.006870786827096329,0.2857142857142857,1.3484721810189056e-05,3.63,-0.8947368421052632,2
796,7,KLUNGKUNG,3,122,7,1250,0,38,10,1410,2021-03-07,0,19,0,27,10,1364,0,0,Klungkung,Klungkung,Semarapura,315.00,155.262,170.543,175.573,0.683 (Medium),I Nyoman Suwirta,4.0,6/53,0.8,0.02,0.0056956365728215615,16.714285714285715,0.009519849700287467,0.2857142857142857,1.1391273145643122e-05,2.7,inf,7
797,8,KARANGASEM,-25,145,29,1348,0,73,4,1566,2021-03-07,0,23,2,124,2,1419,0,0,Karangasem,Karangasem,Amlapura,839.54,360.486,396.487,408.487,0.640 (Medium),I Gusti Ayu Mas Sumatri,8.0,3/75,0.38,0.02,0.0009792233290165904,16.714285714285715,0.004091754624819324,0.2857142857142857,4.896116645082952e-06,4.66,0.0,6
798,9,BULELENG,6,162,19,2238,0,98,25,2498,2021-03-07,0,41,0,24,25,2433,0,0,Buleleng,Buleleng,Singaraja,"1,364.73",558.181,624.125,645.893,0.691 (Medium),Putu Agus Suradnyana,9.0,19/129,0.39,0.02,0.0038706101475012114,19.285714285714285,0.0029858992566437915,0.14285714285714285,3.0964881180009697e-06,3.92,2.5714285714285716,3
799,10,KABUPATEN LAINNYA,-1,105,2,291,0,4,1,400,2021-03-07,0,6,0,106,1,288,0,0,Kabupaten lainnya,,,,,,,,,,,,,,15.285714285714286,,0.14285714285714285,,1.0,-0.9655172413793104,0
800,1,JEMBRANA,-3,68,6,1854,1,70,4,1992,2021-03-08,0,26,0,60,4,1906,0,0,Jembrana,Jembrana,Negara,841.80,231.806,261.638,271.423,0.686 (Medium),I Putu Artha,5.0,10/41,0.73,0.03,0.0014737144604547146,7.571428571428571,0.002789530943003567,0.2857142857142857,1.1052858453410359e-05,3.51,-0.9310344827586207,5
801,2,TABANAN,-3,132,19,3615,0,123,16,3870,2021-03-08,0,23,5,128,11,3719,0,0,Tabanan,Tabanan,Tabanan,839.30,376.03,420.913,435.753,0.726 (High),Ni Putu Eka Wiryastuti,10.0,-/133,0.89,0.03,0.0036718048986467107,8.857142857142858,0.0020326062831794293,0.2857142857142857,6.884634184962582e-06,3.18,1.2857142857142856,9
802,3,BADUNG,35,380,32,6185,0,162,67,6727,2021-03-08,0,32,1,278,66,6417,0,0,Badung,Badung,Mangupura,418.52,345.863,543.332,615.148,0.779 (High),I Nyoman Giri Prasta,6.0,16/46,1.09,0.03,0.010891687853979856,18.142857142857142,0.0029493483101395344,0.14285714285714285,4.876875158498443e-06,2.41,32.5,1
803,4,DENPASAR,28,728,68,10281,1,212,97,11221,2021-03-08,0,50,5,643,92,10528,0,0,Denpasar,Kota Denpasar,Denpasar,127.78,532.44,788.589,879.098,0.816 (Very High),Ida Bagus Rai Dharmawijaya Mantra,4.0,16/27,1.28,0.02,0.011034037160817111,30.571428571428573,0.003477590504292875,0.2857142857142857,2.2750592084158994e-06,1.89,8.7,8
804,5,GIANYAR,-3,5,9,4103,1,128,7,4236,2021-03-08,0,32,1,291,6,3913,0,0,Gianyar,Gianyar,Gianyar,368.00,393.155,469.777,494.729,0.742 (High),I Made Agus Mahayastra,7.0,6/64,0.86,0.03,0.001414916044945819,31.0,0.0062660567704743405,0.42857142857142855,6.063925906910652e-06,3.02,0.75,4
805,6,BANGLI,-12,79,11,1725,1,69,0,1873,2021-03-08,0,58,0,16,0,1799,0,0,Bangli,Bangli,Bangli,490.71,193.776,215.353,222.474,0.657 (Medium),I Made Gianyar,4.0,4/68,0.84,0.03,0.0,27.428571428571427,0.01232888851217285,0.5714285714285714,1.3484721810189056e-05,3.68,-1.0,2
806,7,KLUNGKUNG,-7,115,15,1265,0,38,8,1418,2021-03-08,0,19,0,27,8,1372,0,0,Klungkung,Klungkung,Semarapura,315.00,155.262,170.543,175.573,0.683 (Medium),I Nyoman Suwirta,4.0,6/53,0.81,0.02,0.004556509258257249,28.428571428571427,0.016191881114164152,0.5714285714285714,1.1391273145643122e-05,2.68,7.0,7
807,8,KARANGASEM,-53,92,54,1402,0,73,1,1567,2021-03-08,0,23,1,125,0,1419,0,0,Karangasem,Karangasem,Amlapura,839.54,360.486,396.487,408.487,0.640 (Medium),I Gusti Ayu Mas Sumatri,8.0,3/75,0.38,0.02,0.0002448058322541476,28.0,0.006854563303116134,0.42857142857142855,4.896116645082952e-06,4.66,-0.75,6
808,9,BULELENG,-20,142,19,2257,1,99,0,2498,2021-03-08,0,41,0,24,0,2433,0,0,Buleleng,Buleleng,Singaraja,"1,364.73",558.181,624.125,645.893,0.691 (Medium),Putu Agus Suradnyana,9.0,19/129,0.39,0.02,0.0,25.714285714285715,0.003981199008858389,0.5714285714285714,3.0964881180009697e-06,3.96,-1.0,3
809,10,KABUPATEN LAINNYA,-2,103,2,293,0,4,0,400,2021-03-08,0,6,0,106,0,288,0,0,Kabupaten lainnya,,,,,,,,,,,,,,16.142857142857142,,0.5714285714285714,,1.0,-1.0,0
810,1,JEMBRANA,20,88,6,1860,0,70,26,2018,2021-03-09,0,26,0,60,26,1932,0,0,Jembrana,Jembrana,Negara,841.80,231.806,261.638,271.423,0.686 (Medium),I Putu Artha,5.0,10/41,0.74,0.03,0.009579143992955647,6.0,0.002210571690682072,0.42857142857142855,1.1052858453410359e-05,3.47,-0.731958762886598,5
811,2,TABANAN,9,141,13,3628,0,123,22,3892,2021-03-09,0,23,5,133,17,3736,0,0,Tabanan,Tabanan,Tabanan,839.30,376.03,420.913,435.753,0.726 (High),Ni Putu Eka Wiryastuti,10.0,-/133,0.89,0.03,0.005048731735639227,8.142857142857142,0.001868686421632701,0.2857142857142857,6.884634184962582e-06,3.16,2.142857142857143,9
812,3,BADUNG,6,386,62,6247,4,166,72,6799,2021-03-09,0,32,0,278,72,6489,0,0,Badung,Badung,Mangupura,418.52,345.863,543.332,615.148,0.779 (High),I Nyoman Giri Prasta,6.0,16/46,1.11,0.03,0.011704500380396263,18.428571428571427,0.0029957947402204717,0.7142857142857143,4.876875158498443e-06,2.44,inf,1
813,4,DENPASAR,-28,700,90,10371,0,212,62,11283,2021-03-09,0,50,4,647,58,10586,0,0,Denpasar,Kota Denpasar,Denpasar,127.78,532.44,788.589,879.098,0.816 (Very High),Ida Bagus Rai Dharmawijaya Mantra,4.0,16/27,1.28,0.02,0.007052683546089288,26.142857142857142,0.0029738273938579255,0.7142857142857143,2.2750592084158994e-06,1.88,6.75,8
814,5,GIANYAR,0,5,7,4110,0,128,7,4243,2021-03-09,0,32,2,293,5,3918,0,0,Gianyar,Gianyar,Gianyar,368.00,393.155,469.777,494.729,0.742 (High),I Made Agus Mahayastra,7.0,6/64,0.86,0.03,0.001414916044945819,27.0,0.0054575333162195875,0.7142857142857143,6.063925906910652e-06,3.02,6.0,4
815,6,BANGLI,-11,68,25,1750,0,69,14,1887,2021-03-09,0,58,0,16,14,1813,0,0,Bangli,Bangli,Bangli,490.71,193.776,215.353,222.474,0.657 (Medium),I Made Gianyar,4.0,4/68,0.85,0.03,0.006292870178088227,29.0,0.013035231083182755,0.5714285714285714,1.3484721810189056e-05,3.66,inf,2
816,7,KLUNGKUNG,2,117,5,1270,1,39,8,1426,2021-03-09,0,19,0,27,8,1380,0,0,Klungkung,Klungkung,Semarapura,315.00,155.262,170.543,175.573,0.683 (Medium),I Nyoman Suwirta,4.0,6/53,0.81,0.02,0.004556509258257249,30.142857142857142,0.01716827595521928,0.7142857142857143,1.1391273145643122e-05,2.73,inf,7
817,8,KARANGASEM,-19,73,24,1426,1,74,6,1573,2021-03-09,0,23,2,127,4,1423,0,0,Karangasem,Karangasem,Amlapura,839.54,360.486,396.487,408.487,0.640 (Medium),I Gusti Ayu Mas Sumatri,8.0,3/75,0.39,0.02,0.0014688349935248859,27.285714285714285,0.0066797019943631705,0.8571428571428571,4.896116645082952e-06,4.7,-0.7692307692307692,6
818,9,BULELENG,-4,138,28,2285,1,100,25,2523,2021-03-09,0,41,0,24,25,2458,0,0,Buleleng,Buleleng,Singaraja,"1,364.73",558.181,624.125,645.893,0.691 (Medium),Putu Agus Suradnyana,9.0,19/129,0.39,0.02,0.0038706101475012114,27.714285714285715,0.004290847820658486,1.0,3.0964881180009697e-06,3.96,0.13636363636363646,3
819,10,KABUPATEN LAINNYA,-8,95,22,315,0,4,14,414,2021-03-09,0,6,2,108,12,300,0,0,Kabupaten lainnya,,,,,,,,,,,,,,19.428571428571427,,0.42857142857142855,,0.97,-0.8055555555555556,0
820,1,JEMBRANA,27,115,3,1863,0,70,30,2048,2021-03-10,0,26,1,61,29,1961,0,0,Jembrana,Jembrana,Negara,841.80,231.806,261.638,271.423,0.686 (Medium),I Putu Artha,5.0,10/41,0.75,0.03,0.01105285845341036,14.857142857142858,0.005473796567403226,0.42857142857142855,1.1052858453410359e-05,3.42,-0.5161290322580645,5
821,2,TABANAN,-5,136,18,3646,2,125,15,3907,2021-03-10,0,23,3,136,12,3748,0,0,Tabanan,Tabanan,Tabanan,839.30,376.03,420.913,435.753,0.726 (High),Ni Putu Eka Wiryastuti,10.0,-/133,0.9,0.03,0.003442317092481291,16.0,0.0036718048986467107,0.7142857142857143,6.884634184962582e-06,3.2,1.1428571428571428,9
822,3,BADUNG,-2,384,50,6297,2,168,50,6849,2021-03-10,0,32,3,281,47,6536,0,0,Badung,Badung,Mangupura,418.52,345.863,543.332,615.148,0.779 (High),I Nyoman Giri Prasta,6.0,16/46,1.11,0.03,0.00812812526416407,21.142857142857142,0.0034370358259893786,1.0,4.876875158498443e-06,2.45,2.5714285714285716,1
