,No,Kabupaten / County,new_treatment,total_treatment,new_recovered,total_recovered,new_deaths,total_deaths,new_cases,total_cases,Date,new PPLN/PMI,total history-of-foreign-travel/ migrant-worker (PPLN/PMI),new domestic-travel-history,total domestic-travel-history (PPDN),new_local_transmission,total_local_transmission,new_other_transmission,total_other_transmission,Name_EN,Name_Indo,Capital,area_km2,population_2000,population_2010,population_2015,HDI_2014_estimate,Gouvernor,Nr. of Sub-Districts,Nr of Keluruhan/Villages,total_cases_per_100k,total_deaths_per_100k,new_cases_per_mil,cases7,cases7_per_100k,deaths7,deaths7_per_100k,CFR,growth_rate_new_cases,id
669,10,KABUPATEN LAINNYA,-2,152,2,190,0,2,0,344,2021-02-18,0,6,0,88,0,250,0,0,Kabupaten lainnya,,,,,,,,,,,,,,33.42857142857143,,0.5714285714285714,,0.58,-1.0,0
670,1,JEMBRANA,-10,90,16,1671,0,63,6,1824,2021-02-19,0,26,0,51,6,1747,0,0,Jembrana,Jembrana,Negara,841.80,231.806,261.638,271.423,0.686 (Medium),I Putu Artha,5.0,10/41,0.67,0.02,0.002210571690682072,15.571428571428571,0.0057369598639129965,0.2857142857142857,7.368572302273573e-06,3.45,-0.9541984732824428,5
671,2,TABANAN,-17,142,26,3334,2,108,11,3584,2021-02-19,0,23,1,101,10,3460,0,0,Tabanan,Tabanan,Tabanan,839.30,376.03,420.913,435.753,0.726 (High),Ni Putu Eka Wiryastuti,10.0,-/133,0.82,0.02,0.0025243658678196137,13.285714285714286,0.003048909424769144,0.2857142857142857,4.5897561233083884e-06,3.01,-0.5925925925925926,9
672,3,BADUNG,3,385,38,5334,5,135,46,5854,2021-02-19,0,30,13,212,33,5612,0,0,Badung,Badung,Mangupura,418.52,345.863,543.332,615.148,0.779 (High),I Nyoman Giri Prasta,6.0,16/46,0.95,0.02,0.0074778752430309445,17.0,0.002763562589815784,1.0,3.251250105665629e-06,2.31,1.2999999999999998,1
673,4,DENPASAR,55,971,115,8651,1,181,171,9803,2021-02-19,0,48,5,481,166,9274,0,0,Denpasar,Kota Denpasar,Denpasar,127.78,532.44,788.589,879.098,0.816 (Very High),Ida Bagus Rai Dharmawijaya Mantra,4.0,16/27,1.12,0.02,0.01945175623195594,39.714285714285715,0.004517617570997286,1.1428571428571428,2.2750592084158994e-06,1.85,13.25,8
674,5,GIANYAR,-180,327,201,3509,1,123,22,3959,2021-02-19,0,32,5,263,17,3664,0,0,Gianyar,Gianyar,Gianyar,368.00,393.155,469.777,494.729,0.742 (High),I Made Agus Mahayastra,7.0,6/64,0.8,0.02,0.004446878998401145,40.0,0.008085234542547537,1.2857142857142858,4.042617271273768e-06,3.11,0.10000000000000009,4
675,6,BANGLI,-6,164,17,1478,0,53,11,1695,2021-02-19,0,58,1,15,10,1622,0,0,Bangli,Bangli,Bangli,490.71,193.776,215.353,222.474,0.657 (Medium),I Made Gianyar,4.0,4/68,0.76,0.02,0.004944397997069321,38.142857142857146,0.017144860587240376,1.2857142857142858,8.989814540126039e-06,3.13,-0.5416666666666667,2
676,7,KLUNGKUNG,8,87,4,1132,0,32,12,1251,2021-02-19,0,19,2,18,10,1214,0,0,Klungkung,Klungkung,Semarapura,315.00,155.262,170.543,175.573,0.683 (Medium),I Nyoman Suwirta,4.0,6/53,0.71,0.02,0.006834763887385874,39.857142857142854,0.02270118005453165,1.2857142857142858,1.1391273145643122e-05,2.56,inf,7
677,8,KARANGASEM,21,134,1,1207,1,65,23,1406,2021-02-19,0,23,4,75,19,1308,0,0,Karangasem,Karangasem,Amlapura,839.54,360.486,396.487,408.487,0.640 (Medium),I Gusti Ayu Mas Sumatri,8.0,3/75,0.34,0.02,0.005630534141845395,42.285714285714285,0.010351789478175385,1.4285714285714286,4.896116645082952e-06,4.62,2.8333333333333335,6
678,9,BULELENG,-2,201,24,1900,3,94,25,2195,2021-02-19,0,41,0,23,25,2131,0,0,Buleleng,Buleleng,Singaraja,"1,364.73",558.181,624.125,645.893,0.691 (Medium),Putu Agus Suradnyana,9.0,19/129,0.34,0.01,0.0038706101475012114,44.285714285714285,0.006856509404145003,1.5714285714285714,1.5482440590004848e-06,4.28,1.272727272727273,3
679,10,KABUPATEN LAINNYA,1,153,2,192,0,2,3,347,2021-02-19,0,6,0,88,3,253,0,0,Kabupaten lainnya,,,,,,,,,,,,,,38.142857142857146,,0.8571428571428571,,0.58,-0.9347826086956522,0
680,1,JEMBRANA,-2,88,20,1691,0,63,18,1842,2021-02-20,0,26,1,52,17,1764,0,0,Jembrana,Jembrana,Negara,841.80,231.806,261.638,271.423,0.686 (Medium),I Putu Artha,5.0,10/41,0.68,0.02,0.006631715072046216,16.285714285714285,0.006000123160422767,0.7142857142857143,7.368572302273573e-06,3.42,-0.8947368421052632,5
681,2,TABANAN,-8,134,21,3355,0,108,13,3597,2021-02-20,0,23,1,102,12,3472,0,0,Tabanan,Tabanan,Tabanan,839.30,376.03,420.913,435.753,0.726 (High),Ni Putu Eka Wiryastuti,10.0,-/133,0.83,0.02,0.0029833414801504524,15.0,0.003442317092481291,0.5714285714285714,4.5897561233083884e-06,3.0,-0.40909090909090906,9
682,3,BADUNG,13,398,41,5375,0,135,54,5908,2021-02-20,1,31,4,216,49,5661,0,0,Badung,Badung,Mangupura,418.52,345.863,543.332,615.148,0.779 (High),I Nyoman Giri Prasta,6.0,16/46,0.96,0.02,0.008778375285297197,21.142857142857142,0.0034370358259893786,0.5714285714285714,3.251250105665629e-06,2.29,3.909090909090909,1
683,4,DENPASAR,-75,896,97,8748,4,185,26,9829,2021-02-20,0,48,0,481,26,9300,0,0,Denpasar,Kota Denpasar,Denpasar,127.78,532.44,788.589,879.098,0.816 (Very High),Ida Bagus Rai Dharmawijaya Mantra,4.0,16/27,1.12,0.02,0.002957576970940669,23.142857142857142,0.0026325685125955407,1.1428571428571428,2.2750592084158994e-06,1.88,1.1666666666666665,8
684,5,GIANYAR,-191,136,215,3724,1,124,25,3984,2021-02-20,0,32,5,268,20,3684,0,0,Gianyar,Gianyar,Gianyar,368.00,393.155,469.777,494.729,0.742 (High),I Made Agus Mahayastra,7.0,6/64,0.81,0.03,0.005053271589092211,23.428571428571427,0.0047356373749206995,1.1428571428571428,6.063925906910652e-06,3.11,0.08695652173913038,4
685,6,BANGLI,3,167,9,1487,2,55,14,1709,2021-02-20,0,58,1,16,13,1635,0,0,Bangli,Bangli,Bangli,490.71,193.776,215.353,222.474,0.657 (Medium),I Made Gianyar,4.0,4/68,0.77,0.02,0.006292870178088227,21.857142857142858,0.009824583033137742,1.0,8.989814540126039e-06,3.22,-0.43999999999999995,2
686,7,KLUNGKUNG,-4,83,12,1144,0,32,8,1259,2021-02-20,0,19,0,18,8,1222,0,0,Klungkung,Klungkung,Semarapura,315.00,155.262,170.543,175.573,0.683 (Medium),I Nyoman Suwirta,4.0,6/53,0.72,0.02,0.004556509258257249,22.571428571428573,0.012855865407225811,1.0,1.1391273145643122e-05,2.54,1.6666666666666665,7
687,8,KARANGASEM,-2,132,4,1211,0,65,2,1408,2021-02-20,0,23,0,75,2,1310,0,0,Karangasem,Karangasem,Amlapura,839.54,360.486,396.487,408.487,0.640 (Medium),I Gusti Ayu Mas Sumatri,8.0,3/75,0.34,0.02,0.0004896116645082952,20.285714285714285,0.004966061168584137,1.0,4.896116645082952e-06,4.62,-0.8888888888888888,6
688,9,BULELENG,-8,193,48,1948,0,94,40,2235,2021-02-20,0,41,0,23,40,2171,0,0,Buleleng,Buleleng,Singaraja,"1,364.73",558.181,624.125,645.893,0.691 (Medium),Putu Agus Suradnyana,9.0,19/129,0.35,0.01,0.006192976236001939,24.142857142857142,0.003737903513872598,1.0,1.5482440590004848e-06,4.21,2.076923076923077,3
689,10,KABUPATEN LAINNYA,1,154,1,193,0,2,2,349,2021-02-20,0,6,0,88,2,255,0,0,Kabupaten lainnya,,,,,,,,,,,,,,16.714285714285715,,1.0,,0.57,-0.962962962962963,0
690,1,JEMBRANA,7,95,8,1699,1,64,16,1858,2021-02-21,0,26,0,52,16,1780,0,0,Jembrana,Jembrana,Negara,841.80,231.806,261.638,271.423,0.686 (Medium),I Putu Artha,5.0,10/41,0.68,0.02,0.005894857841818858,15.285714285714286,0.005631694545309089,0.5714285714285714,7.368572302273573e-06,3.44,-0.3846153846153846,5
691,2,TABANAN,0,134,13,3368,1,109,14,3611,2021-02-21,0,23,3,105,11,3483,0,0,Tabanan,Tabanan,Tabanan,839.30,376.03,420.913,435.753,0.726 (High),Ni Putu Eka Wiryastuti,10.0,-/133,0.83,0.03,0.0032128292863158716,13.714285714285714,0.0031472613416971803,0.5714285714285714,6.884634184962582e-06,3.02,-0.43999999999999995,9
692,3,BADUNG,-13,385,52,5427,3,138,42,5950,2021-02-21,1,32,7,223,34,5695,0,0,Badung,Badung,Mangupura,418.52,345.863,543.332,615.148,0.779 (High),I Nyoman Giri Prasta,6.0,16/46,0.97,0.02,0.00682762522189782,17.714285714285715,0.0028796786650181283,0.7142857142857143,3.251250105665629e-06,2.32,2.0,1
693,4,DENPASAR,85,981,75,8823,1,186,161,9990,2021-02-21,0,48,23,504,138,9438,0,0,Denpasar,Kota Denpasar,Denpasar,127.78,532.44,788.589,879.098,0.816 (Very High),Ida Bagus Rai Dharmawijaya Mantra,4.0,16/27,1.14,0.02,0.01831422662774799,39.57142857142857,0.004501367148080029,0.8571428571428571,2.2750592084158994e-06,1.86,19.125,8
694,5,GIANYAR,-25,111,60,3784,2,126,37,4021,2021-02-21,0,32,6,274,31,3715,0,0,Gianyar,Gianyar,Gianyar,368.00,393.155,469.777,494.729,0.742 (High),I Made Agus Mahayastra,7.0,6/64,0.81,0.03,0.007478841951856472,44.57142857142857,0.009009261347410112,1.1428571428571428,6.063925906910652e-06,3.13,17.5,4
695,6,BANGLI,-30,137,46,1533,0,55,16,1725,2021-02-21,0,58,0,16,16,1651,0,0,Bangli,Bangli,Bangli,490.71,193.776,215.353,222.474,0.657 (Medium),I Made Gianyar,4.0,4/68,0.78,0.02,0.007191851632100831,41.142857142857146,0.01849333276825928,1.1428571428571428,8.989814540126039e-06,3.19,-0.6,2
696,7,KLUNGKUNG,3,86,3,1147,0,32,6,1265,2021-02-21,0,19,0,18,6,1228,0,0,Klungkung,Klungkung,Semarapura,315.00,155.262,170.543,175.573,0.683 (Medium),I Nyoman Suwirta,4.0,6/53,0.72,0.02,0.003417381943692937,41.714285714285715,0.023758941132341373,1.1428571428571428,1.1391273145643122e-05,2.53,2.0,7
697,8,KARANGASEM,18,150,1,1212,0,65,19,1427,2021-02-21,0,23,0,75,19,1329,0,0,Karangasem,Karangasem,Amlapura,839.54,360.486,396.487,408.487,0.640 (Medium),I Gusti Ayu Mas Sumatri,8.0,3/75,0.35,0.02,0.004651310812828805,42.142857142857146,0.010316817216424794,1.0,4.896116645082952e-06,4.56,0.1875,6
698,9,BULELENG,2,195,13,1961,0,94,15,2250,2021-02-21,0,41,0,23,15,2186,0,0,Buleleng,Buleleng,Singaraja,"1,364.73",558.181,624.125,645.893,0.691 (Medium),Putu Agus Suradnyana,9.0,19/129,0.35,0.01,0.002322366088500727,42.285714285714285,0.006546860592344906,0.8571428571428571,1.5482440590004848e-06,4.18,0.0714285714285714,3
699,10,KABUPATEN LAINNYA,-4,150,4,197,0,2,0,349,2021-02-21,0,6,0,88,0,255,0,0,Kabupaten lainnya,,,,,,,,,,,,,,36.285714285714285,,0.42857142857142855,,0.57,-1.0,0
700,1,JEMBRANA,-4,91,7,1706,1,65,4,1862,2021-02-22,0,26,0,52,4,1784,0,0,Jembrana,Jembrana,Negara,841.80,231.806,261.638,271.423,0.686 (Medium),I Putu Artha,5.0,10/41,0.69,0.02,0.0014737144604547146,13.857142857142858,0.005105367952289548,0.42857142857142855,7.368572302273573e-06,3.49,-0.9751552795031055,5
701,2,TABANAN,-7,127,14,3382,0,109,7,3618,2021-02-22,0,23,0,105,7,3490,0,0,Tabanan,Tabanan,Tabanan,839.30,376.03,420.913,435.753,0.726 (High),Ni Putu Eka Wiryastuti,10.0,-/133,0.83,0.03,0.0016064146431579358,9.571428571428571,0.002196526144726157,0.14285714285714285,6.884634184962582e-06,3.01,-0.8108108108108107,9
702,3,BADUNG,-16,369,76,5503,1,139,61,6011,2021-02-22,0,32,4,227,57,5752,0,0,Badung,Badung,Mangupura,418.52,345.863,543.332,615.148,0.779 (High),I Nyoman Giri Prasta,6.0,16/46,0.98,0.02,0.009916312822280168,16.0,0.002601000084532503,0.2857142857142857,3.251250105665629e-06,2.31,2.8125,1
703,4,DENPASAR,-13,968,142,8965,0,186,129,10119,2021-02-22,0,48,10,514,119,9557,0,0,Denpasar,Kota Denpasar,Denpasar,127.78,532.44,788.589,879.098,0.816 (Very High),Ida Bagus Rai Dharmawijaya Mantra,4.0,16/27,1.15,0.02,0.01467413189428255,33.57142857142857,0.003818849385555259,0.2857142857142857,2.2750592084158994e-06,1.84,20.5,8
704,5,GIANYAR,9,120,41,3825,0,126,50,4071,2021-02-22,0,32,3,277,47,3762,0,0,Gianyar,Gianyar,Gianyar,368.00,393.155,469.777,494.729,0.742 (High),I Made Agus Mahayastra,7.0,6/64,0.82,0.03,0.010106543178184421,38.0,0.00768097281542016,0.2857142857142857,6.063925906910652e-06,3.1,1.6315789473684212,4
705,6,BANGLI,-6,131,7,1540,1,56,2,1727,2021-02-22,0,58,0,16,2,1653,0,0,Bangli,Bangli,Bangli,490.71,193.776,215.353,222.474,0.657 (Medium),I Made Gianyar,4.0,4/68,0.78,0.03,0.0008989814540126039,36.142857142857146,0.01624587913322777,0.42857142857142855,1.3484721810189056e-05,3.24,-0.8666666666666667,2
706,7,KLUNGKUNG,-2,84,10,1157,1,33,9,1274,2021-02-22,0,19,0,18,9,1237,0,0,Klungkung,Klungkung,Semarapura,315.00,155.262,170.543,175.573,0.683 (Medium),I Nyoman Suwirta,4.0,6/53,0.73,0.02,0.005126072915539405,37.42857142857143,0.02131795402970356,0.5714285714285714,1.1391273145643122e-05,2.59,inf,7
707,8,KARANGASEM,-2,148,10,1222,1,66,9,1436,2021-02-22,0,23,5,80,4,1333,0,0,Karangasem,Karangasem,Amlapura,839.54,360.486,396.487,408.487,0.640 (Medium),I Gusti Ayu Mas Sumatri,8.0,3/75,0.35,0.02,0.0022032524902873287,38.142857142857146,0.009337593887408202,0.5714285714285714,4.896116645082952e-06,4.6,1.25,6
708,9,BULELENG,-12,183,16,1977,0,94,4,2254,2021-02-22,0,41,0,23,4,2190,0,0,Buleleng,Buleleng,Singaraja,"1,364.73",558.181,624.125,645.893,0.691 (Medium),Putu Agus Suradnyana,9.0,19/129,0.35,0.01,0.0006192976236001938,37.714285714285715,0.005839091879658971,0.5714285714285714,1.5482440590004848e-06,4.17,-0.4285714285714286,3
709,10,KABUPATEN LAINNYA,-4,146,5,202,1,3,2,351,2021-02-22,0,6,1,89,1,256,0,0,Kabupaten lainnya,,,,,,,,,,,,,,29.285714285714285,,0.5714285714285714,,0.85,-0.9672131147540983,0
710,1,JEMBRANA,23,110,1,1712,0,66,24,1888,2021-02-24,0,26,0,52,24,1810,0,0,Jembrana,Jembrana,Negara,841.80,231.806,261.638,271.423,0.686 (Medium),I Putu Artha,5.0,10/41,0.7,0.02,0.008842286762728288,14.285714285714286,0.00526326593019541,0.5714285714285714,7.368572302273573e-06,3.5,-0.813953488372093,5
711,2,TABANAN,25,147,15,3412,0,110,40,3669,2021-02-24,0,23,3,109,37,3537,0,0,Tabanan,Tabanan,Tabanan,839.30,376.03,420.913,435.753,0.726 (High),Ni Putu Eka Wiryastuti,10.0,-/133,0.84,0.03,0.009179512246616776,12.857142857142858,0.002950557507841107,0.5714285714285714,6.884634184962582e-06,3.0,-0.19999999999999996,9
712,3,BADUNG,0,365,61,5612,2,145,63,6122,2021-02-24,0,32,0,230,63,5860,0,0,Badung,Badung,Mangupura,418.52,345.863,543.332,615.148,0.779 (High),I Nyoman Giri Prasta,6.0,16/46,1.0,0.02,0.01024143783284673,21.571428571428573,0.0035067054711107855,0.7142857142857143,3.251250105665629e-06,2.37,30.5,1
713,4,DENPASAR,-46,918,122,9216,3,192,79,10326,2021-02-24,0,48,8,524,71,9754,0,0,Denpasar,Kota Denpasar,Denpasar,127.78,532.44,788.589,879.098,0.816 (Very High),Ida Bagus Rai Dharmawijaya Mantra,4.0,16/27,1.17,0.02,0.008986483873242801,31.571428571428573,0.0035913434647136693,1.0,2.2750592084158994e-06,1.86,7.777777777777779,8
714,5,GIANYAR,-12,79,26,3904,0,126,14,4109,2021-02-24,0,32,0,277,14,3800,0,0,Gianyar,Gianyar,Gianyar,368.00,393.155,469.777,494.729,0.742 (High),I Made Agus Mahayastra,7.0,6/64,0.83,0.03,0.002829832089891638,32.285714285714285,0.00652593930934194,0.8571428571428571,6.063925906910652e-06,3.07,0.5555555555555556,4
715,6,BANGLI,16,139,12,1567,1,57,29,1763,2021-02-24,0,58,0,16,29,1689,0,0,Bangli,Bangli,Bangli,490.71,193.776,215.353,222.474,0.657 (Medium),I Made Gianyar,4.0,4/68,0.79,0.03,0.013035231083182755,35.857142857142854,0.016117453211225968,1.0,1.3484721810189056e-05,3.23,6.25,2
716,7,KLUNGKUNG,-5,86,17,1176,1,35,13,1297,2021-02-24,0,19,3,21,10,1257,0,0,Klungkung,Klungkung,Semarapura,315.00,155.262,170.543,175.573,0.683 (Medium),I Nyoman Suwirta,4.0,6/53,0.74,0.02,0.00740432754466803,37.42857142857143,0.02131795402970356,1.0,1.1391273145643122e-05,2.7,5.5,7
717,8,KARANGASEM,24,163,7,1238,0,66,31,1467,2021-02-24,0,23,5,85,26,1359,0,0,Karangasem,Karangasem,Amlapura,839.54,360.486,396.487,408.487,0.640 (Medium),I Gusti Ayu Mas Sumatri,8.0,3/75,0.36,0.02,0.007588980799878575,38.42857142857143,0.009407538410909388,1.0,4.896116645082952e-06,4.5,0.29166666666666674,6
718,9,BULELENG,2,193,6,2011,0,94,8,2298,2021-02-24,0,41,0,23,8,2234,0,0,Buleleng,Buleleng,Singaraja,"1,364.73",558.181,624.125,645.893,0.691 (Medium),Putu Agus Suradnyana,9.0,19/129,0.36,0.01,0.0012385952472003877,33.857142857142854,0.005241912028330212,1.0,1.5482440590004848e-06,4.09,-0.8,3
719,10,KABUPATEN LAINNYA,-14,147,19,226,0,3,5,376,2021-02-24,0,6,3,98,2,272,0,0,Kabupaten lainnya,,,,,,,,,,,,,,25.571428571428573,,0.7142857142857143,,0.8,-0.9206349206349207,0
720,1,JEMBRANA,-25,85,25,1737,0,66,0,1888,2021-02-25,0,26,0,52,0,1810,0,0,Jembrana,Jembrana,Negara,841.80,231.806,261.638,271.423,0.686 (Medium),I Putu Artha,5.0,10/41,0.7,0.02,0.0,14.285714285714286,0.00526326593019541,0.2857142857142857,7.368572302273573e-06,3.5,-1.0,5
721,2,TABANAN,16,163,11,3423,1,111,28,3697,2021-02-25,0,23,4,113,24,3561,0,0,Tabanan,Tabanan,Tabanan,839.30,376.03,420.913,435.753,0.726 (High),Ni Putu Eka Wiryastuti,10.0,-/133,0.85,0.03,0.006425658572631743,16.285714285714285,0.003737372843265402,0.42857142857142855,6.884634184962582e-06,3.0,1.0,9
722,3,BADUNG,-7,358,59,5671,2,147,54,6176,2021-02-25,0,32,6,236,48,5908,0,0,Badung,Badung,Mangupura,418.52,345.863,543.332,615.148,0.779 (High),I Nyoman Giri Prasta,6.0,16/46,1.0,0.02,0.008778375285297197,19.857142857142858,0.0032280268906251597,0.5714285714285714,3.251250105665629e-06,2.38,0.8620689655172413,1
723,4,DENPASAR,37,955,96,9312,2,194,135,10461,2021-02-25,1,49,10,534,124,9878,0,0,Denpasar,Kota Denpasar,Denpasar,127.78,532.44,788.589,879.098,0.816 (Very High),Ida Bagus Rai Dharmawijaya Mantra,4.0,16/27,1.19,0.02,0.01535664965680732,37.285714285714285,0.004241360381403926,0.7142857142857143,2.2750592084158994e-06,1.85,9.384615384615385,8
724,5,GIANYAR,-1,78,19,3923,0,126,18,4127,2021-02-25,0,32,2,279,16,3816,0,0,Gianyar,Gianyar,Gianyar,368.00,393.155,469.777,494.729,0.742 (High),I Made Agus Mahayastra,7.0,6/64,0.83,0.03,0.0036383555441463914,35.42857142857143,0.007161207737684962,0.7142857142857143,6.063925906910652e-06,3.05,-0.4193548387096774,4
725,6,BANGLI,-8,131,17,1584,0,57,9,1772,2021-02-25,0,58,0,16,9,1698,0,0,Bangli,Bangli,Bangli,490.71,193.776,215.353,222.474,0.657 (Medium),I Made Gianyar,4.0,4/68,0.8,0.03,0.004045416543056717,35.57142857142857,0.01598902728922417,0.7142857142857143,1.3484721810189056e-05,3.22,0.125,2
726,7,KLUNGKUNG,-5,81,10,1186,0,35,5,1302,2021-02-25,0,19,0,21,5,1262,0,0,Klungkung,Klungkung,Semarapura,315.00,155.262,170.543,175.573,0.683 (Medium),I Nyoman Suwirta,4.0,6/53,0.74,0.02,0.0028478182864107807,35.57142857142857,0.020260192951893838,0.7142857142857143,1.1391273145643122e-05,2.69,0.0,7
727,8,KARANGASEM,-11,152,16,1254,1,67,6,1473,2021-02-25,0,23,0,85,6,1365,0,0,Karangasem,Karangasem,Amlapura,839.54,360.486,396.487,408.487,0.640 (Medium),I Gusti Ayu Mas Sumatri,8.0,3/75,0.36,0.02,0.0014688349935248859,36.42857142857143,0.008917926746401092,0.8571428571428571,4.896116645082952e-06,4.55,inf,6
728,9,BULELENG,-21,172,29,2040,0,94,8,2306,2021-02-25,0,41,0,23,8,2242,0,0,Buleleng,Buleleng,Singaraja,"1,364.73",558.181,624.125,645.893,0.691 (Medium),Putu Agus Suradnyana,9.0,19/129,0.36,0.01,0.0012385952472003877,33.57142857142857,0.005197676483787341,0.7142857142857143,1.5482440590004848e-06,4.08,-0.7142857142857143,3
729,10,KABUPATEN LAINNYA,-11,136,10,236,1,4,0,376,2021-02-25,0,6,0,98,0,272,0,0,Kabupaten lainnya,,,,,,,,,,,,,,25.857142857142858,,0.5714285714285714,,1.06,-1.0,0
730,1,JEMBRANA,-1,84,15,1752,1,67,15,1903,2021-02-26,0,26,0,52,15,1825,0,0,Jembrana,Jembrana,Negara,841.80,231.806,261.638,271.423,0.686 (Medium),I Putu Artha,5.0,10/41,0.7,0.02,0.00552642922670518,8.714285714285714,0.0032105922174192,0.42857142857142855,7.368572302273573e-06,3.52,-0.8888888888888888,5
731,2,TABANAN,10,173,11,3434,0,111,21,3718,2021-02-26,0,23,0,113,21,3582,0,0,Tabanan,Tabanan,Tabanan,839.30,376.03,420.913,435.753,0.726 (High),Ni Putu Eka Wiryastuti,10.0,-/133,0.85,0.03,0.004819243929473808,9.142857142857142,0.00209817422779812,0.42857142857142855,6.884634184962582e-06,2.99,0.16666666666666674,9
732,3,BADUNG,17,375,49,5720,3,150,69,6245,2021-02-26,0,32,7,243,62,5970,0,0,Badung,Badung,Mangupura,418.52,345.863,543.332,615.148,0.779 (High),I Nyoman Giri Prasta,6.0,16/46,1.02,0.02,0.011216812864546418,17.714285714285715,0.0028796786650181283,0.8571428571428571,3.251250105665629e-06,2.4,6.666666666666667,1
733,4,DENPASAR,55,1010,85,9397,1,195,141,10602,2021-02-26,0,49,9,543,132,10010,0,0,Denpasar,Kota Denpasar,Denpasar,127.78,532.44,788.589,879.098,0.816 (Very High),Ida Bagus Rai Dharmawijaya Mantra,4.0,16/27,1.21,0.02,0.01603916741933209,37.142857142857146,0.004225109958486671,1.0,2.2750592084158994e-06,1.84,27.2,8
734,5,GIANYAR,-5,73,8,3931,0,126,3,4130,2021-02-26,0,32,0,279,3,3819,0,0,Gianyar,Gianyar,Gianyar,368.00,393.155,469.777,494.729,0.742 (High),I Made Agus Mahayastra,7.0,6/64,0.83,0.03,0.0006063925906910653,36.714285714285715,0.007421090276552561,0.8571428571428571,6.063925906910652e-06,3.05,-0.5,4
735,6,BANGLI,2,133,26,1610,2,59,30,1802,2021-02-26,0,58,0,16,30,1728,0,0,Bangli,Bangli,Bangli,490.71,193.776,215.353,222.474,0.657 (Medium),I Made Gianyar,4.0,4/68,0.81,0.03,0.013484721810189058,39.857142857142854,0.017915416119251175,1.1428571428571428,1.3484721810189056e-05,3.27,2.75,2
736,7,KLUNGKUNG,0,81,8,1194,1,36,9,1311,2021-02-26,0,19,0,21,9,1271,0,0,Klungkung,Klungkung,Semarapura,315.00,155.262,170.543,175.573,0.683 (Medium),I Nyoman Suwirta,4.0,6/53,0.75,0.02,0.005126072915539405,41.142857142857146,0.023433476185322998,1.1428571428571428,1.1391273145643122e-05,2.75,inf,7
737,8,KARANGASEM,5,157,9,1263,1,68,15,1488,2021-02-26,0,23,7,92,8,1373,0,0,Karangasem,Karangasem,Amlapura,839.54,360.486,396.487,408.487,0.640 (Medium),I Gusti Ayu Mas Sumatri,8.0,3/75,0.36,0.02,0.0036720874838122143,41.142857142857146,0.010072011384170645,1.1428571428571428,4.896116645082952e-06,4.57,0.0,6
738,9,BULELENG,3,175,21,2061,0,94,24,2330,2021-02-26,0,41,0,23,24,2266,0,0,Buleleng,Buleleng,Singaraja,"1,364.73",558.181,624.125,645.893,0.691 (Medium),Putu Agus Suradnyana,9.0,19/129,0.36,0.01,0.0037157857416011634,41.57142857142857,0.006436271730987728,1.1428571428571428,1.5482440590004848e-06,4.03,0.1428571428571428,3
739,10,KABUPATEN LAINNYA,-22,114,25,261,0,4,3,379,2021-02-26,0,6,0,98,3,275,0,0,Kabupaten lainnya,,,,,,,,,,,,,,32.142857142857146,,0.7142857142857143,,1.06,-0.9565217391304348,0
740,1,JEMBRANA,-2,82,7,1759,0,67,5,1908,2021-02-27,0,26,0,52,5,1830,0,0,Jembrana,Jembrana,Negara,841.80,231.806,261.638,271.423,0.686 (Medium),I Putu Artha,5.0,10/41,0.7,0.02,0.0018421430755683932,12.714285714285714,0.004684306677873914,0.5714285714285714,7.368572302273573e-06,3.51,-0.9645390070921985,5
741,2,TABANAN,-8,165,19,3453,2,113,13,3731,2021-02-27,0,23,1,114,12,3594,0,0,Tabanan,Tabanan,Tabanan,839.30,376.03,420.913,435.753,0.726 (High),Ni Putu Eka Wiryastuti,10.0,-/133,0.86,0.03,0.0029833414801504524,14.142857142857142,0.0032456132586252172,0.8571428571428571,6.884634184962582e-06,3.03,3.333333333333333,9
742,3,BADUNG,-31,344,72,5792,0,150,41,6286,2021-02-27,0,32,4,247,37,6007,0,0,Badung,Badung,Mangupura,418.52,345.863,543.332,615.148,0.779 (High),I Nyoman Giri Prasta,6.0,16/46,1.02,0.02,0.006665062716614538,15.714285714285714,0.002554553654451565,0.5714285714285714,3.251250105665629e-06,2.39,0.3666666666666667,1
743,4,DENPASAR,-145,865,186,9583,4,199,45,10647,2021-02-27,0,49,2,545,43,10053,0,0,Denpasar,Kota Denpasar,Denpasar,127.78,532.44,788.589,879.098,0.816 (Very High),Ida Bagus Rai Dharmawijaya Mantra,4.0,16/27,1.21,0.02,0.0051188832189357734,20.857142857142858,0.002372561745919438,1.0,2.2750592084158994e-06,1.87,4.0,8
744,5,GIANYAR,-10,63,15,3946,0,126,5,4135,2021-02-27,0,32,1,280,4,3823,0,0,Gianyar,Gianyar,Gianyar,368.00,393.155,469.777,494.729,0.742 (High),I Made Agus Mahayastra,7.0,6/64,0.84,0.03,0.001010654317818442,19.428571428571427,0.003927113920665946,0.8571428571428571,6.063925906910652e-06,3.05,-0.6666666666666667,4
745,6,BANGLI,2,135,11,1621,0,59,13,1815,2021-02-27,0,58,0,16,13,1741,0,0,Bangli,Bangli,Bangli,490.71,193.776,215.353,222.474,0.657 (Medium),I Made Gianyar,4.0,4/68,0.82,0.03,0.0058433794510819245,17.857142857142858,0.008026620125112535,0.8571428571428571,1.3484721810189056e-05,3.25,-0.45833333333333337,2
