,Date,Province,new_cases,active_cases,total_recovered,new_recovered,total_deaths,new_deaths,total_cases,Location,Location Level,City or Regency,Country,Continent,Island,Time Zone,Special Status,Total Regencies,Total Cities,Total Districts,Total Urban Villages,Total Rural Villages,Area (km2),Population,Population Density,Longitude,Latitude,Name_EN,id,total_cases_per_100k,total_deaths_per_100k,new_cases_per_mil,cases7,cases7_per_100k,deaths7,deaths7_per_100k,CFR,growth_rate_new_cases
4722,2020-08-31,Banten,31,752,2043,25,108,0,2903,Banten,Province,,Indonesia,Asia,Jawa,UTC+07:00,,4,4.0,155,313.0,1238.0,9663,10722374,1109.64,106.10900430000001,-6.4567363879999995,banten,25,0.03,0.0,2.891150784331903e-06,86.85714285714286,0.0,4.714285714285714,0.0,3.72,-0.9704480457578646
11182,2020-08-31,Nusa Tenggara Barat,14,536,2047,27,159,2,2742,Nusa Tenggara Barat,Province,,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,2.0,117,145.0,995.0,18572,5270247,283.77,117.5086257,-8.606998866,nusa tenggara barat,15,0.05,0.0,2.6564219855350234e-06,42.714285714285715,0.0,2.0,0.0,5.8,-0.956656346749226
1302,2020-08-31,Sulawesi Selatan,108,2371,9247,87,360,0,11978,Sulawesi Selatan,Province,,Indonesia,Asia,Sulawesi,UTC+08:00,,21,3.0,311,792.0,2255.0,46717,9426885,201.78,120.16205590000001,-3.731080714,sulawesi selatan,19,0.13,0.0,1.1456594622720019e-05,58.142857142857146,0.0,2.0,0.0,3.01,inf
5644,2020-08-31,Papua,55,225,569,6,13,0,807,Papua,Province,,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,28,1.0,560,110.0,5411.0,319036,4340348,13.6,138.69603,-4.66620953,papua,17,0.02,0.0,1.2671794980494652e-05,45.285714285714285,0.0,0.8571428571428571,0.0,1.61,-0.6206896551724138
7762,2020-08-31,Sulawesi Barat,2,118,270,0,7,0,395,Sulawesi Barat,Province,,Indonesia,Asia,Sulawesi,UTC+08:00,,6,,69,73.0,575.0,16787,1559984,92.93,119.34501940000001,-2.461746053,sulawesi barat,32,0.03,0.0,1.282064431430066e-06,45.57142857142857,0.0,0.8571428571428571,0.0,1.77,inf
162,2020-08-31,Aceh,33,1258,312,66,63,2,1633,Aceh,Province,,Indonesia,Asia,Sumatera,UTC+07:00,Daerah Khusus,18,5.0,289,,6497.0,57956,5247257,90.54,96.91052174,4.225614628,aceh,1,0.03,0.0,6.289000138548579e-06,35.0,0.0,0.5714285714285714,0.0,3.86,-0.691588785046729
2604,2020-08-31,Sumatera Barat,53,1045,3157,26,252,2,4454,Sumatera Barat,Province,,Indonesia,Asia,Sumatera,UTC+07:00,,12,7.0,179,230.0,928.0,42013,5519245,131.37,100.46506240000001,-0.850253225,sumatera barat,2,0.08,0.0,9.602762696709424e-06,42.285714285714285,0.0,0.8571428571428571,0.0,5.66,25.5
11562,2020-08-31,Kalimantan Tengah,41,442,1998,22,108,0,2548,Kalimantan Tengah,Province,,Indonesia,Asia,Kalimantan,UTC+07:00,,13,1.0,136,139.0,1432.0,153565,2570289,16.74,113.41765359999998,-1.602484653,kalimantan tengah,31,0.1,0.0,1.5951513623565287e-05,43.714285714285715,0.0,0.8571428571428571,0.0,4.24,0.32258064516129026
8902,2020-08-31,Gorontalo,0,198,1789,16,54,0,2041,Gorontalo,Province,,Indonesia,Asia,Sulawesi,UTC+08:00,,5,1.0,77,72.0,657.0,11257,1180651,104.88,122.3760581,0.687002604,gorontalo,26,0.17,0.0,0.0,41.714285714285715,0.0,0.5714285714285714,0.0,2.65,-1.0
8522,2020-08-31,Lampung,6,52,329,5,14,0,395,Lampung,Province,,Indonesia,Asia,Sumatera,UTC+07:00,,13,2.0,228,205.0,2435.0,34624,9095591,262.7,105.02143659999999,-4.916792975,lampung,12,0.0,0.0,6.596602683651892e-07,27.142857142857142,0.0,0.5714285714285714,0.0,3.54,-0.9444444444444444
542,2020-08-31,Jambi,0,141,156,7,5,0,302,Jambi,Province,,Indonesia,Asia,Sumatera,UTC+07:00,,9,2.0,141,163.0,1399.0,50058,3493357,69.79,102.72364040000001,-1.69769766,jambi,28,0.01,0.0,0.0,19.285714285714285,0.0,0.5714285714285714,0.0,1.66,-1.0
10042,2020-08-31,Bali,129,705,4434,79,68,3,5207,Bali,Province,,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,1.0,57,80.0,636.0,5780,4216171,729.43,115.1317136,-8.369471687999999,bali,24,0.12,0.0,3.0596481973809885e-05,37.42857142857143,0.0,1.0,0.0,1.31,63.5
12702,2020-08-31,Kalimantan Selatan,32,1646,6288,42,354,1,8288,Kalimantan Selatan,Province,,Indonesia,Asia,Kalimantan,UTC+08:00,,11,2.0,153,144.0,1864.0,38744,4023049,103.84,115.4385783,-2.9935949789999996,kalimantan selatan,9,0.21,0.01,7.954166106353663e-06,37.285714285714285,0.0,0.8571428571428571,0.0,4.27,-0.030303030303030276
3202,2020-08-31,Jawa Tengah,179,3993,8973,100,998,8,13964,Jawa Tengah,Province,,Indonesia,Asia,Jawa,UTC+07:00,,29,6.0,576,753.0,7809.0,32801,36364072,1108.64,110.2011149,-7.259097177,jawa tengah,30,0.04,0.0,4.922441029156471e-06,55.285714285714285,0.0,1.7142857142857142,0.0,7.15,2.3773584905660377
1682,2020-08-31,Sumatera Utara,58,2547,3966,60,314,3,6827,Sumatera Utara,Province,,Indonesia,Asia,Sumatera,UTC+07:00,,25,8.0,450,693.0,5417.0,72981,14874889,203.82,99.05196442,2.191894453,sumatera utara,4,0.05,0.0,3.8991887603329345e-06,57.714285714285715,0.0,2.142857142857143,0.0,4.6,0.41463414634146334
9662,2020-08-31,Bangka-Belitung,0,14,223,6,2,0,239,Bangka-Belitung,Province,,Indonesia,Asia,Sumatera,UTC+07:00,,6,1.0,47,82.0,309.0,16424,1379767,84.01,106.5499324,-2.447444127,kepulauan bangka belitung,5,0.02,0.0,0.0,57.714285714285715,0.0,2.142857142857143,0.0,0.84,
10802,2020-08-31,Nusa Tenggara Timur,0,19,156,0,2,0,177,Nusa Tenggara Timur,Province,,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,21,1.0,309,327.0,3026.0,48718,5411321,111.07,121.592271,-8.682205,nusa tenggara timur,16,0.0,0.0,0.0,56.857142857142854,0.0,2.142857142857143,0.0,1.13,-1.0
3745,2020-08-31,Sulawesi Utara,1,464,1072,23,30,2,1566,Sulawesi Utara,Province,,Indonesia,Asia,Sulawesi,UTC+08:00,,11,4.0,171,332.0,1507.0,13892,2641884,190.17,124.5212396,1.259638212,sulawesi utara,22,0.06,0.0,3.7851775475380446e-07,57.0,0.0,2.4285714285714284,0.0,1.92,inf
4342,2020-08-31,Sulawesi Tengah,2,15,220,1,8,0,243,Sulawesi Tengah,Province,,Indonesia,Asia,Sulawesi,UTC+08:00,,12,1.0,175,175.0,1842.0,61841,2955567,47.79,121.20109270000002,-1.00413668,sulawesi tengah,21,0.01,0.0,6.766891090609687e-07,38.857142857142854,0.0,2.0,0.0,3.29,-0.9844961240310077
6622,2020-08-31,Kalimantan Utara,2,53,329,4,2,0,384,Kalimantan Utara,Province,,Indonesia,Asia,Kalimantan,UTC+08:00,,4,1.0,53,35.0,447.0,75468,648407,8.59,116.2188791,2.8910126210000002,kalimantan utara,0,0.06,0.0,3.0844824315591906e-06,34.57142857142857,0.01,1.8571428571428572,0.0,0.52,-0.9375
2605,2020-08-31,Sumatera Barat,89,878,1223,27,56,0,2157,Sumatera Barat,Province,,Indonesia,Asia,Sumatera,UTC+07:00,,12,7.0,179,230.0,928.0,42013,5519245,131.37,100.46506240000001,-0.850253225,sumatera barat,2,0.04,0.0,1.6125393962398842e-05,21.714285714285715,0.0,0.7142857142857143,0.0,2.6,-0.5027932960893855
10422,2020-08-31,Kalimantan Barat,0,83,557,17,5,0,645,Kalimantan Barat,Province,,Indonesia,Asia,Kalimantan,UTC+07:00,,12,2.0,174,99.0,2031.0,147307,5422814,36.81,111.12117759999998,-0.08647457199999999,kalimantan barat,8,0.01,0.0,0.0,13.428571428571429,0.0,0.2857142857142857,0.0,0.78,-1.0
6242,2020-08-31,Kalimantan Timur,124,1693,2390,72,161,1,4244,Kalimantan Timur,Province,,Indonesia,Asia,Kalimantan,UTC+08:00,,7,3.0,103,197.0,841.0,129067,3552191,27.52,116.4684405,0.45385803,kalimantan timur,10,0.12,0.0,3.490803281692904e-05,31.142857142857142,0.0,0.42857142857142855,0.0,3.79,inf
3744,2020-08-31,Sulawesi Utara,15,954,2738,36,156,0,3848,Sulawesi Utara,Province,,Indonesia,Asia,Sulawesi,UTC+08:00,,11,4.0,171,332.0,1507.0,13892,2641884,190.17,124.5212396,1.259638212,sulawesi utara,22,0.15,0.01,5.6777663213070674e-06,33.285714285714285,0.0,0.42857142857142855,0.0,4.05,inf
8142,2020-08-31,Kepulauan Riau,90,377,575,23,38,1,990,Kepulauan Riau,Province,,Indonesia,Asia,Sumatera,UTC+07:00,,5,2.0,75,142.0,275.0,8202,1929400,235.24,108.261746,3.916346,kepulauan riau,11,0.05,0.0,4.664662589406033e-05,46.0,0.0,0.2857142857142857,0.0,3.84,89.0
9663,2020-09-01,Bangka-Belitung,0,14,223,0,2,0,239,Bangka-Belitung,Province,,Indonesia,Asia,Sumatera,UTC+07:00,,6,1.0,47,82.0,309.0,16424,1379767,84.01,106.5499324,-2.447444127,kepulauan bangka belitung,5,0.02,0.0,0.0,45.714285714285715,0.0,0.2857142857142857,0.0,0.84,-1.0
5103,2020-09-01,Riau,78,861,1028,20,35,1,1924,Riau,Province,,Indonesia,Asia,Sumatera,UTC+07:00,,10,2.0,169,268.0,1591.0,87024,6074100,69.8,101.8051092,0.511647851,riau,18,0.03,0.0,1.2841408603743764e-05,56.57142857142857,0.0,0.42857142857142855,0.0,1.82,38.0
8903,2020-09-01,Gorontalo,34,205,1816,27,54,0,2075,Gorontalo,Province,,Indonesia,Asia,Sulawesi,UTC+08:00,,5,1.0,77,72.0,657.0,11257,1180651,104.88,122.3760581,0.687002604,gorontalo,26,0.18,0.0,2.8797671792934577e-05,48.714285714285715,0.0,0.42857142857142855,0.0,2.6,-0.6179775280898876
163,2020-09-01,Aceh,16,1188,395,83,66,3,1649,Aceh,Province,,Indonesia,Asia,Sumatera,UTC+07:00,Daerah Khusus,18,5.0,289,,6497.0,57956,5247257,90.54,96.91052174,4.225614628,aceh,1,0.03,0.0,3.04921218838719e-06,51.0,0.0,0.8571428571428571,0.0,4.0,inf
923,2020-09-01,Maluku Utara,6,221,1579,0,66,0,1866,Maluku Utara,Province,,Indonesia,Asia,Maluku,UTC+09:00,,8,2.0,116,118.0,1063.0,31983,1307803,40.89,127.53910719999999,0.21203694899999997,maluku utara,14,0.14,0.01,4.587846946367304e-06,34.142857142857146,0.0,0.7142857142857143,0.0,3.54,-0.9516129032258065
7003,2020-09-01,Jawa Barat,215,4801,6202,52,275,2,11278,Jawa Barat,Province,,Indonesia,Asia,Jawa,UTC+07:00,,18,9.0,627,645.0,5312.0,35378,45161325,1276.55,107.6037083,-6.920432083,jawa barat,29,0.02,0.0,4.760710630168623e-06,62.714285714285715,0.0,1.0,0.0,2.44,13.333333333333334
5647,2020-09-01,Papua,66,679,3139,25,44,1,3862,Papua,Province,,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,28,1.0,560,110.0,5411.0,319036,4340348,13.6,138.69603,-4.66620953,papua,17,0.09,0.0,1.5206153976593582e-05,59.285714285714285,0.0,1.0,0.0,1.14,-0.2666666666666667
8523,2020-09-01,Lampung,4,54,329,0,16,2,399,Lampung,Province,,Indonesia,Asia,Sumatera,UTC+07:00,,13,2.0,228,205.0,2435.0,34624,9095591,262.7,105.02143659999999,-4.916792975,lampung,12,0.0,0.0,4.397735122434595e-07,59.857142857142854,0.0,1.2857142857142858,0.0,4.01,inf
5646,2020-09-01,Papua,24,224,592,23,15,2,831,Papua,Province,,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,28,1.0,560,110.0,5411.0,319036,4340348,13.6,138.69603,-4.66620953,papua,17,0.02,0.0,5.529510536943121e-06,52.142857142857146,0.0,1.4285714285714286,0.0,1.81,-0.6923076923076923
543,2020-09-01,Jambi,0,141,156,0,5,0,302,Jambi,Province,,Indonesia,Asia,Sumatera,UTC+07:00,,9,2.0,141,163.0,1399.0,50058,3493357,69.79,102.72364040000001,-1.69769766,jambi,28,0.01,0.0,0.0,47.285714285714285,0.0,1.4285714285714286,0.0,1.66,-1.0
10043,2020-09-01,Bali,160,763,4534,100,70,2,5367,Bali,Province,,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,1.0,57,80.0,636.0,5780,4216171,729.43,115.1317136,-8.369471687999999,bali,24,0.13,0.0,3.7949124928756446e-05,67.85714285714286,0.0,1.2857142857142858,0.0,1.3,9.0
1683,2020-09-01,Sumatera Utara,115,2559,4065,99,318,4,6942,Sumatera Utara,Province,,Indonesia,Asia,Sumatera,UTC+07:00,,25,8.0,450,693.0,5417.0,72981,14874889,203.82,99.05196442,2.191894453,sumatera utara,4,0.05,0.0,7.731150128246336e-06,83.42857142857143,0.0,1.8571428571428572,0.0,4.58,18.166666666666668
11563,2020-09-01,Kalimantan Tengah,37,459,2018,20,108,0,2585,Kalimantan Tengah,Province,,Indonesia,Asia,Kalimantan,UTC+07:00,,13,1.0,136,139.0,1432.0,153565,2570289,16.74,113.41765359999998,-1.602484653,kalimantan tengah,31,0.1,0.0,1.4395268391997942e-05,58.0,0.0,1.5714285714285714,0.0,4.18,-0.827906976744186
7383,2020-09-01,Yogyakarta,20,370,1036,10,39,0,1445,Yogyakarta,Province,,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1.0,78,46.0,392.0,3133,3631015,1158.9,110.4448783,-7.89450185,daerah istimewa yogyakarta,3,0.04,0.0,5.508101729130836e-06,51.42857142857143,0.0,1.4285714285714286,0.0,2.7,-0.696969696969697
11183,2020-09-01,Nusa Tenggara Barat,16,521,2075,28,162,3,2758,Nusa Tenggara Barat,Province,,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,2.0,117,145.0,995.0,18572,5270247,283.77,117.5086257,-8.606998866,nusa tenggara barat,15,0.05,0.0,3.0359108406114553e-06,53.142857142857146,0.0,1.5714285714285714,0.0,5.87,3.0
8143,2020-09-01,Kepulauan Riau,27,404,575,0,38,0,1017,Kepulauan Riau,Province,,Indonesia,Asia,Sumatera,UTC+07:00,,5,2.0,75,142.0,275.0,8202,1929400,235.24,108.261746,3.916346,kepulauan riau,11,0.05,0.0,1.3993987768218098e-05,53.57142857142857,0.0,1.2857142857142858,0.0,3.74,0.125
6623,2020-09-01,Kalimantan Utara,8,55,335,6,2,0,392,Kalimantan Utara,Province,,Indonesia,Asia,Kalimantan,UTC+08:00,,4,1.0,53,35.0,447.0,75468,648407,8.59,116.2188791,2.8910126210000002,kalimantan utara,0,0.06,0.0,1.2337929726236762e-05,54.714285714285715,0.01,1.2857142857142858,0.0,0.51,inf
4343,2020-09-01,Sulawesi Tengah,1,16,220,0,8,0,244,Sulawesi Tengah,Province,,Indonesia,Asia,Sulawesi,UTC+08:00,,12,1.0,175,175.0,1842.0,61841,2955567,47.79,121.20109270000002,-1.00413668,sulawesi tengah,21,0.01,0.0,3.3834455453048435e-07,32.0,0.0,1.0,0.0,3.28,-0.99375
1303,2020-09-01,Sulawesi Selatan,79,2375,9322,75,360,0,12057,Sulawesi Selatan,Province,,Indonesia,Asia,Sulawesi,UTC+08:00,,21,3.0,311,792.0,2255.0,46717,9426885,201.78,120.16205590000001,-3.731080714,sulawesi selatan,19,0.13,0.0,8.380286807360013e-06,26.857142857142858,0.0,0.42857142857142855,0.0,2.99,-0.31304347826086953
4723,2020-09-01,Banten,26,713,2104,61,112,4,2929,Banten,Province,,Indonesia,Asia,Jawa,UTC+07:00,,4,4.0,155,313.0,1238.0,9663,10722374,1109.64,106.10900430000001,-6.4567363879999995,banten,25,0.03,0.0,2.424836141697725e-06,25.285714285714285,0.0,1.0,0.0,3.82,-0.29729729729729726
3203,2020-09-01,Jawa Tengah,200,4058,9094,121,1012,14,14164,Jawa Tengah,Province,,Indonesia,Asia,Jawa,UTC+07:00,,29,6.0,576,753.0,7809.0,32801,36364072,1108.64,110.2011149,-7.259097177,jawa tengah,30,0.04,0.0,5.4999341107893525e-06,51.0,0.0,3.0,0.0,7.14,9.0
3746,2020-09-01,Sulawesi Utara,45,966,2771,33,156,0,3893,Sulawesi Utara,Province,,Indonesia,Asia,Sulawesi,UTC+08:00,,11,4.0,171,332.0,1507.0,13892,2641884,190.17,124.5212396,1.259638212,sulawesi utara,22,0.15,0.01,1.7033298963921203e-05,55.142857142857146,0.0,2.5714285714285716,0.0,4.01,1.8125
2607,2020-09-01,Sumatera Barat,83,942,1242,19,56,0,2240,Sumatera Barat,Province,,Indonesia,Asia,Sumatera,UTC+07:00,,12,7.0,179,230.0,928.0,42013,5519245,131.37,100.46506240000001,-0.850253225,sumatera barat,2,0.04,0.0,1.5038288751450605e-05,63.142857142857146,0.0,2.5714285714285716,0.0,2.5,2.074074074074074
7763,2020-09-01,Sulawesi Barat,1,112,277,7,7,0,396,Sulawesi Barat,Province,,Indonesia,Asia,Sulawesi,UTC+08:00,,6,,69,73.0,575.0,16787,1559984,92.93,119.34501940000001,-2.461746053,sulawesi barat,32,0.03,0.0,6.41032215715033e-07,62.142857142857146,0.0,2.5714285714285716,0.0,1.77,-0.875
12703,2020-09-01,Kalimantan Selatan,69,1613,6389,101,355,1,8357,Kalimantan Selatan,Province,,Indonesia,Asia,Kalimantan,UTC+08:00,,11,2.0,153,144.0,1864.0,38744,4023049,103.84,115.4385783,-2.9935949789999996,kalimantan selatan,9,0.21,0.01,1.7151170666825086e-05,71.85714285714286,0.0,2.7142857142857144,0.0,4.25,68.0
12323,2020-09-01,Jawa Timur,350,5034,26463,324,2396,26,33893,Jawa Timur,Province,,Indonesia,Asia,Jawa,UTC+07:00,,29,9.0,666,777.0,7724.0,47803,40479023,846.78,112.73294140000002,-7.723345579,jawa timur,7,0.08,0.01,8.646453744696359e-06,110.57142857142857,0.0,6.428571428571429,0.0,7.07,3.4303797468354427
9283,2020-09-01,Maluku,43,671,1196,38,33,0,1900,Maluku,Province,,Indonesia,Asia,Maluku,UTC+09:00,,9,2.0,118,35.0,1198.0,46914,1847097,39.37,129.57679199999998,-3.192572,maluku,13,0.1,0.0,2.3279773612322472e-05,113.0,0.01,5.857142857142857,0.0,1.74,0.6538461538461537
6243,2020-09-01,Kalimantan Timur,61,1734,2407,17,164,3,4305,Kalimantan Timur,Province,,Indonesia,Asia,Kalimantan,UTC+08:00,,7,3.0,103,197.0,841.0,129067,3552191,27.52,116.4684405,0.45385803,kalimantan timur,10,0.12,0.0,1.7172500014779612e-05,93.14285714285714,0.0,4.285714285714286,0.0,3.81,-0.6950000000000001
3747,2020-09-01,Sulawesi Utara,42,490,1087,15,31,1,1608,Sulawesi Utara,Province,,Indonesia,Asia,Sulawesi,UTC+08:00,,11,4.0,171,332.0,1507.0,13892,2641884,190.17,124.5212396,1.259638212,sulawesi utara,22,0.06,0.0,1.5897745699659787e-05,92.71428571428571,0.0,4.428571428571429,0.0,1.93,-0.06666666666666665
2606,2020-09-01,Sumatera Barat,32,1010,3222,65,254,2,4486,Sumatera Barat,Province,,Indonesia,Asia,Sumatera,UTC+07:00,,12,7.0,179,230.0,928.0,42013,5519245,131.37,100.46506240000001,-0.850253225,sumatera barat,2,0.08,0.0,5.797894458390595e-06,85.42857142857143,0.0,4.714285714285714,0.0,5.66,-0.6144578313253012
11943,2020-09-01,Jakarta Raya,901,8506,31267,729,1214,17,40987,Jakarta Raya,Province,,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5.0,44,267.0,,664,10846145,16334.31,106.8361183,-6.204698991,dki jakarta,27,0.38,0.01,8.30709897387505e-05,214.0,0.0,7.142857142857143,0.0,2.96,900.0
2063,2020-09-01,Bengkulu,6,138,186,0,25,0,349,Bengkulu,Province,,Indonesia,Asia,Sumatera,UTC+07:00,,9,1.0,129,172.0,1341.0,19919,1999539,100.38,102.3384213,-3.533583627,bengkulu,20,0.02,0.0,3.000691659427498e-06,205.0,0.01,7.0,0.0,7.16,-0.9130434782608696
10803,2020-09-01,Nusa Tenggara Timur,2,21,156,0,2,0,179,Nusa Tenggara Timur,Province,,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,21,1.0,309,327.0,3026.0,48718,5411321,111.07,121.592271,-8.682205,nusa tenggara timur,16,0.0,0.0,3.695955202066187e-07,155.28571428571428,0.0,3.2857142857142856,0.0,1.12,-0.9942857142857143
10423,2020-09-01,Kalimantan Barat,8,91,557,0,5,0,653,Kalimantan Barat,Province,,Indonesia,Asia,Kalimantan,UTC+07:00,,12,2.0,174,99.0,2031.0,147307,5422814,36.81,111.12117759999998,-0.08647457199999999,kalimantan barat,8,0.01,0.0,1.475248828375821e-06,150.28571428571428,0.0,3.2857142857142856,0.0,0.77,-0.813953488372093
5104,2020-09-02,Riau,107,957,1038,10,36,1,2031,Riau,Province,,Indonesia,Asia,Sumatera,UTC+07:00,,10,2.0,169,268.0,1591.0,87024,6074100,69.8,101.8051092,0.511647851,riau,18,0.03,0.0,1.761577846923824e-05,156.85714285714286,0.0,3.0,0.0,1.77,0.7540983606557377
8144,2020-09-02,Kepulauan Riau,47,447,578,3,39,1,1064,Kepulauan Riau,Province,,Indonesia,Asia,Sumatera,UTC+07:00,,5,2.0,75,142.0,275.0,8202,1929400,235.24,108.261746,3.916346,kepulauan riau,11,0.06,0.0,2.435990463356484e-05,157.57142857142858,0.01,3.0,0.0,3.67,0.11904761904761907
9664,2020-09-02,Bangka-Belitung,0,13,224,1,2,0,239,Bangka-Belitung,Province,,Indonesia,Asia,Sumatera,UTC+07:00,,6,1.0,47,82.0,309.0,16424,1379767,84.01,106.5499324,-2.447444127,kepulauan bangka belitung,5,0.02,0.0,0.0,153.0,0.01,2.7142857142857144,0.0,0.84,-1.0
9284,2020-09-02,Maluku,10,670,1206,10,34,1,1910,Maluku,Province,,Indonesia,Asia,Maluku,UTC+09:00,,9,2.0,118,35.0,1198.0,46914,1847097,39.37,129.57679199999998,-3.192572,maluku,13,0.1,0.0,5.413900840074993e-06,25.714285714285715,0.0,0.42857142857142855,0.0,1.78,-0.9889012208657048
11184,2020-09-02,Nusa Tenggara Barat,14,506,2104,29,162,0,2772,Nusa Tenggara Barat,Province,,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,2.0,117,145.0,995.0,18572,5270247,283.77,117.5086257,-8.606998866,nusa tenggara barat,15,0.05,0.0,2.6564219855350234e-06,26.857142857142858,0.0,0.42857142857142855,0.0,5.84,1.3333333333333335
6624,2020-09-02,Kalimantan Utara,4,58,336,1,2,0,396,Kalimantan Utara,Province,,Indonesia,Asia,Kalimantan,UTC+08:00,,4,1.0,53,35.0,447.0,75468,648407,8.59,116.2188791,2.8910126210000002,kalimantan utara,0,0.06,0.0,6.168964863118381e-06,27.142857142857142,0.0,0.42857142857142855,0.0,0.51,1.0
3749,2020-09-02,Sulawesi Utara,15,499,1092,5,32,1,1623,Sulawesi Utara,Province,,Indonesia,Asia,Sulawesi,UTC+08:00,,11,4.0,171,332.0,1507.0,13892,2641884,190.17,124.5212396,1.259638212,sulawesi utara,22,0.06,0.0,5.6777663213070674e-06,28.142857142857142,0.0,0.5714285714285714,0.0,1.97,0.875
1304,2020-09-02,Sulawesi Selatan,137,2418,9412,90,364,4,12194,Sulawesi Selatan,Province,,Indonesia,Asia,Sulawesi,UTC+08:00,,21,3.0,311,792.0,2255.0,46717,9426885,201.78,120.16205590000001,-3.731080714,sulawesi selatan,19,0.13,0.0,1.4532902438080023e-05,32.42857142857143,0.0,1.0,0.0,2.99,0.28037383177570097
1684,2020-09-02,Sumatera Utara,182,2633,4171,106,320,2,7124,Sumatera Utara,Province,,Indonesia,Asia,Sumatera,UTC+07:00,,25,8.0,450,693.0,5417.0,72981,14874889,203.82,99.05196442,2.191894453,sumatera utara,4,0.05,0.0,1.223538542035507e-05,51.714285714285715,0.0,1.1428571428571428,0.0,4.49,2.872340425531915
12704,2020-09-02,Kalimantan Selatan,59,1563,6494,105,359,4,8416,Kalimantan Selatan,Province,,Indonesia,Asia,Kalimantan,UTC+08:00,,11,2.0,153,144.0,1864.0,38744,4023049,103.84,115.4385783,-2.9935949789999996,kalimantan selatan,9,0.21,0.01,1.4665493758589568e-05,60.142857142857146,0.0,1.7142857142857142,0.0,4.27,inf
10044,2020-09-02,Bali,169,826,4635,101,75,5,5536,Bali,Province,,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,1.0,57,80.0,636.0,5780,4216171,729.43,115.1317136,-8.369471687999999,bali,24,0.13,0.0,4.0083763205999e-05,82.85714285714286,0.0,2.2857142857142856,0.0,1.35,15.899999999999999
7764,2020-09-02,Sulawesi Barat,0,111,278,1,7,0,396,Sulawesi Barat,Province,,Indonesia,Asia,Sulawesi,UTC+08:00,,6,,69,73.0,575.0,16787,1559984,92.93,119.34501940000001,-2.461746053,sulawesi barat,32,0.03,0.0,0.0,80.85714285714286,0.01,2.2857142857142856,0.0,1.77,-1.0
11944,2020-09-02,Jakarta Raya,1054,9069,31741,474,1231,17,42041,Jakarta Raya,Province,,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5.0,44,267.0,,664,10846145,16334.31,106.8361183,-6.204698991,dki jakarta,27,0.39,0.01,9.717738422268926e-05,230.85714285714286,0.0,4.714285714285714,0.0,2.93,262.5
3748,2020-09-02,Sulawesi Utara,15,929,2822,51,157,1,3908,Sulawesi Utara,Province,,Indonesia,Asia,Sulawesi,UTC+08:00,,11,4.0,171,332.0,1507.0,13892,2641884,190.17,124.5212396,1.259638212,sulawesi utara,22,0.15,0.01,5.6777663213070674e-06,230.85714285714286,0.01,4.714285714285714,0.0,4.02,0.0
12324,2020-09-02,Jawa Timur,385,5076,26777,314,2425,29,34278,Jawa Timur,Province,,Indonesia,Asia,Jawa,UTC+07:00,,29,9.0,666,777.0,7724.0,47803,40479023,846.78,112.73294140000002,-7.723345579,jawa timur,7,0.08,0.01,9.511099119165994e-06,266.2857142857143,0.0,8.285714285714286,0.01,7.07,1.8102189781021898
5648,2020-09-02,Papua,5,223,598,6,15,0,836,Papua,Province,,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,28,1.0,560,110.0,5411.0,319036,4340348,13.6,138.69603,-4.66620953,papua,17,0.02,0.0,1.15198136186315e-06,241.0,0.01,8.0,0.01,1.79,-0.9725274725274725
5649,2020-09-02,Papua,11,669,3160,21,44,0,3873,Papua,Province,,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,28,1.0,560,110.0,5411.0,319036,4340348,13.6,138.69603,-4.66620953,papua,17,0.09,0.0,2.5343589960989302e-06,234.14285714285714,0.01,7.428571428571429,0.0,1.14,-0.8135593220338984
4344,2020-09-02,Sulawesi Tengah,1,16,220,0,9,1,245,Sulawesi Tengah,Province,,Indonesia,Asia,Sulawesi,UTC+08:00,,12,1.0,175,175.0,1842.0,61841,2955567,47.79,121.20109270000002,-1.00413668,sulawesi tengah,21,0.01,0.0,3.3834455453048435e-07,210.14285714285714,0.01,6.857142857142857,0.0,3.67,-0.9940828402366864
8904,2020-09-02,Gorontalo,15,203,1833,17,54,0,2090,Gorontalo,Province,,Indonesia,Asia,Sulawesi,UTC+08:00,,5,1.0,77,72.0,657.0,11257,1180651,104.88,122.3760581,0.687002604,gorontalo,26,0.18,0.0,1.2704855202765254e-05,212.28571428571428,0.02,6.857142857142857,0.0,2.58,inf
