,Date,Province,new_cases,active_cases,total_recovered,new_recovered,total_deaths,new_deaths,total_cases,Location,Location Level,City or Regency,Country,Continent,Island,Time Zone,Special Status,Total Regencies,Total Cities,Total Districts,Total Urban Villages,Total Rural Villages,Area (km2),Population,Population Density,Longitude,Latitude,Name_EN,id,total_cases_per_100k,total_deaths_per_100k,new_cases_per_mil,cases7,cases7_per_100k,deaths7,deaths7_per_100k,CFR,growth_rate_new_cases
4577,2020-04-07,Banten,7,169,7,0,18,1,194,Banten,Province,,Indonesia,Asia,Jawa,UTC+07:00,,4,4.0,155,313.0,1238.0,9663,10722374,1109.64,106.10900430000001,-6.4567363879999995,banten,25,0.0,0.0,6.52840499687849e-07,1.0,0.0,0.14285714285714285,0.0,9.28,inf
1537,2020-04-07,Sumatera Utara,0,22,0,0,4,0,26,Sumatera Utara,Province,,Indonesia,Asia,Sumatera,UTC+07:00,,25,8.0,450,693.0,5417.0,72981,14874889,203.82,99.05196442,2.191894453,sumatera utara,4,0.0,0.0,0.0,1.0,0.0,0.14285714285714285,0.0,15.38,
6857,2020-04-07,Jawa Barat,80,297,17,4,29,0,343,Jawa Barat,Province,,Indonesia,Asia,Jawa,UTC+07:00,,18,9.0,627,645.0,5312.0,35378,45161325,1276.55,107.6037083,-6.920432083,jawa barat,29,0.0,0.0,1.7714272112255342e-06,12.428571428571429,0.0,0.14285714285714285,0.0,8.45,inf
9517,2020-04-07,Bangka-Belitung,0,1,0,0,1,0,2,Bangka-Belitung,Province,,Indonesia,Asia,Sumatera,UTC+07:00,,6,1.0,47,82.0,309.0,16424,1379767,84.01,106.5499324,-2.447444127,kepulauan bangka belitung,5,0.0,0.0,0.0,12.428571428571429,0.0,0.14285714285714285,0.0,50.0,
1157,2020-04-07,Sulawesi Selatan,15,100,21,2,6,0,127,Sulawesi Selatan,Province,,Indonesia,Asia,Sulawesi,UTC+08:00,,21,3.0,311,792.0,2255.0,46717,9426885,201.78,120.16205590000001,-3.731080714,sulawesi selatan,19,0.0,0.0,1.5911936976000026e-06,14.571428571428571,0.0,0.14285714285714285,0.0,4.72,inf
8377,2020-04-07,Lampung,0,11,0,0,1,0,12,Lampung,Province,,Indonesia,Asia,Sumatera,UTC+07:00,,13,2.0,228,205.0,2435.0,34624,9095591,262.7,105.02143659999999,-4.916792975,lampung,12,0.0,0.0,0.0,14.571428571428571,0.0,0.14285714285714285,0.0,8.33,
3455,2020-04-07,Sulawesi Utara,0,6,1,0,0,0,7,Sulawesi Utara,Province,,Indonesia,Asia,Sulawesi,UTC+08:00,,11,4.0,171,332.0,1507.0,13892,2641884,190.17,124.5212396,1.259638212,sulawesi utara,22,0.0,0.0,0.0,14.571428571428571,0.0,0.14285714285714285,0.0,0.0,
397,2020-04-07,Jambi,0,2,0,0,0,0,2,Jambi,Province,,Indonesia,Asia,Sumatera,UTC+07:00,,9,2.0,141,163.0,1399.0,50058,3493357,69.79,102.72364040000001,-1.69769766,jambi,28,0.0,0.0,0.0,13.571428571428571,0.0,0.0,0.0,0.0,-1.0
3057,2020-04-07,Jawa Tengah,1,97,14,0,22,0,133,Jawa Tengah,Province,,Indonesia,Asia,Jawa,UTC+07:00,,29,6.0,576,753.0,7809.0,32801,36364072,1108.64,110.2011149,-7.259097177,jawa tengah,30,0.0,0.0,2.7499670553946765e-08,13.714285714285714,0.0,0.0,0.0,16.54,inf
9897,2020-04-07,Bali,0,23,18,0,2,0,43,Bali,Province,,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,1.0,57,80.0,636.0,5780,4216171,729.43,115.1317136,-8.369471687999999,bali,24,0.0,0.0,0.0,2.2857142857142856,0.0,0.0,0.0,4.65,-1.0
3454,2020-04-07,Sulawesi Utara,3,7,1,0,0,0,8,Sulawesi Utara,Province,,Indonesia,Asia,Sulawesi,UTC+08:00,,11,4.0,171,332.0,1507.0,13892,2641884,190.17,124.5212396,1.259638212,sulawesi utara,22,0.0,0.0,1.1355532642614135e-06,2.7142857142857144,0.0,0.0,0.0,0.0,inf
7997,2020-04-07,Kepulauan Riau,0,6,2,0,1,0,9,Kepulauan Riau,Province,,Indonesia,Asia,Sumatera,UTC+07:00,,5,2.0,75,142.0,275.0,8202,1929400,235.24,108.261746,3.916346,kepulauan riau,11,0.0,0.0,0.0,0.5714285714285714,0.0,0.0,0.0,11.11,-1.0
2316,2020-04-08,Sumatera Barat,0,18,0,0,0,0,18,Sumatera Barat,Province,,Indonesia,Asia,Sumatera,UTC+07:00,,12,7.0,179,230.0,928.0,42013,5519245,131.37,100.46506240000001,-0.850253225,sumatera barat,2,0.0,0.0,0.0,0.5714285714285714,0.0,0.0,0.0,0.0,
5356,2020-04-08,Papua,0,1,0,0,1,0,2,Papua,Province,,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,28,1.0,560,110.0,5411.0,319036,4340348,13.6,138.69603,-4.66620953,papua,17,0.0,0.0,0.0,0.5714285714285714,0.0,0.0,0.0,50.0,
5357,2020-04-08,Papua,12,33,3,0,2,0,38,Papua,Province,,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,28,1.0,560,110.0,5411.0,319036,4340348,13.6,138.69603,-4.66620953,papua,17,0.0,0.0,2.7647552684715603e-06,2.2857142857142856,0.0,0.0,0.0,5.26,inf
10658,2020-04-08,Nusa Tenggara Timur,0,0,0,0,0,0,0,Nusa Tenggara Timur,Province,,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,21,1.0,309,327.0,3026.0,48718,5411321,111.07,121.592271,-8.682205,nusa tenggara timur,16,0.0,0.0,0.0,2.142857142857143,0.0,0.0,0.0,,-1.0
12178,2020-04-08,Jawa Timur,2,134,46,5,16,0,196,Jawa Timur,Province,,Indonesia,Asia,Jawa,UTC+07:00,,29,9.0,666,777.0,7724.0,47803,40479023,846.78,112.73294140000002,-7.723345579,jawa timur,7,0.0,0.0,4.940830711255062e-08,2.4285714285714284,0.0,0.0,0.0,8.16,inf
4198,2020-04-08,Sulawesi Tengah,0,3,0,0,2,0,5,Sulawesi Tengah,Province,,Indonesia,Asia,Sulawesi,UTC+08:00,,12,1.0,175,175.0,1842.0,61841,2955567,47.79,121.20109270000002,-1.00413668,sulawesi tengah,21,0.0,0.0,0.0,2.0,0.0,0.0,0.0,40.0,-1.0
2317,2020-04-08,Sumatera Barat,0,13,1,0,2,0,16,Sumatera Barat,Province,,Indonesia,Asia,Sumatera,UTC+07:00,,12,7.0,179,230.0,928.0,42013,5519245,131.37,100.46506240000001,-0.850253225,sumatera barat,2,0.0,0.0,0.0,2.0,0.0,0.0,0.0,12.5,
3457,2020-04-08,Sulawesi Utara,4,10,1,0,0,0,11,Sulawesi Utara,Province,,Indonesia,Asia,Sulawesi,UTC+08:00,,11,4.0,171,332.0,1507.0,13892,2641884,190.17,124.5212396,1.259638212,sulawesi utara,22,0.0,0.0,1.5140710190152178e-06,2.5714285714285716,0.0,0.0,0.0,0.0,inf
12558,2020-04-08,Kalimantan Selatan,4,22,0,0,0,0,22,Kalimantan Selatan,Province,,Indonesia,Asia,Kalimantan,UTC+08:00,,11,2.0,153,144.0,1864.0,38744,4023049,103.84,115.4385783,-2.9935949789999996,kalimantan selatan,9,0.0,0.0,9.942707632942079e-07,3.142857142857143,0.0,0.0,0.0,0.0,inf
10278,2020-04-08,Kalimantan Barat,0,5,3,0,2,0,10,Kalimantan Barat,Province,,Indonesia,Asia,Kalimantan,UTC+07:00,,12,2.0,174,99.0,2031.0,147307,5422814,36.81,111.12117759999998,-0.08647457199999999,kalimantan barat,8,0.0,0.0,0.0,1.4285714285714286,0.0,0.0,0.0,20.0,-1.0
6858,2020-04-08,Jawa Barat,22,313,17,0,35,6,365,Jawa Barat,Province,,Indonesia,Asia,Jawa,UTC+07:00,,18,9.0,627,645.0,5312.0,35378,45161325,1276.55,107.6037083,-6.920432083,jawa barat,29,0.0,0.0,4.87142483087022e-07,4.571428571428571,0.0,0.8571428571428571,0.0,9.59,inf
7238,2020-04-08,Yogyakarta,0,28,6,5,7,4,41,Yogyakarta,Province,,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1.0,78,46.0,392.0,3133,3631015,1158.9,110.4448783,-7.89450185,daerah istimewa yogyakarta,3,0.0,0.0,0.0,4.285714285714286,0.0,1.4285714285714286,0.0,17.07,-1.0
1538,2020-04-08,Sumatera Utara,33,55,0,0,4,0,59,Sumatera Utara,Province,,Indonesia,Asia,Sumatera,UTC+07:00,,25,8.0,450,693.0,5417.0,72981,14874889,203.82,99.05196442,2.191894453,sumatera utara,4,0.0,0.0,2.2185039498446005e-06,9.0,0.0,1.4285714285714286,0.0,6.78,inf
11418,2020-04-08,Kalimantan Tengah,0,14,6,3,0,0,20,Kalimantan Tengah,Province,,Indonesia,Asia,Kalimantan,UTC+07:00,,13,1.0,136,139.0,1432.0,153565,2570289,16.74,113.41765359999998,-1.602484653,kalimantan tengah,31,0.0,0.0,0.0,9.0,0.0,1.4285714285714286,0.0,0.0,
7618,2020-04-08,Sulawesi Barat,0,2,0,0,0,0,2,Sulawesi Barat,Province,,Indonesia,Asia,Sulawesi,UTC+08:00,,6,,69,73.0,575.0,16787,1559984,92.93,119.34501940000001,-2.461746053,sulawesi barat,32,0.0,0.0,0.0,8.428571428571429,0.0,1.4285714285714286,0.0,0.0,-1.0
7998,2020-04-08,Kepulauan Riau,0,6,2,0,1,0,9,Kepulauan Riau,Province,,Indonesia,Asia,Sumatera,UTC+07:00,,5,2.0,75,142.0,275.0,8202,1929400,235.24,108.261746,3.916346,kepulauan riau,11,0.0,0.0,0.0,7.857142857142857,0.0,1.4285714285714286,0.0,11.11,-1.0
398,2020-04-08,Jambi,0,2,0,0,0,0,2,Jambi,Province,,Indonesia,Asia,Sumatera,UTC+07:00,,9,2.0,141,163.0,1399.0,50058,3493357,69.79,102.72364040000001,-1.69769766,jambi,28,0.0,0.0,0.0,7.857142857142857,0.0,1.4285714285714286,0.0,0.0,
3456,2020-04-08,Sulawesi Utara,0,6,1,0,1,1,8,Sulawesi Utara,Province,,Indonesia,Asia,Sulawesi,UTC+08:00,,11,4.0,171,332.0,1507.0,13892,2641884,190.17,124.5212396,1.259638212,sulawesi utara,22,0.0,0.0,0.0,4.714285714285714,0.0,0.7142857142857143,0.0,12.5,-1.0
1158,2020-04-08,Sulawesi Selatan,0,100,21,0,6,0,127,Sulawesi Selatan,Province,,Indonesia,Asia,Sulawesi,UTC+08:00,,21,3.0,311,792.0,2255.0,46717,9426885,201.78,120.16205590000001,-3.731080714,sulawesi selatan,19,0.0,0.0,0.0,4.714285714285714,0.0,0.14285714285714285,0.0,4.72,
8378,2020-04-08,Lampung,3,14,0,0,1,0,15,Lampung,Province,,Indonesia,Asia,Sumatera,UTC+07:00,,13,2.0,228,205.0,2435.0,34624,9095591,262.7,105.02143659999999,-4.916792975,lampung,12,0.0,0.0,3.298301341825946e-07,0.42857142857142855,0.0,0.14285714285714285,0.0,6.67,-0.9090909090909091
778,2020-04-08,Maluku Utara,1,2,0,0,0,0,2,Maluku Utara,Province,,Indonesia,Asia,Maluku,UTC+09:00,,8,2.0,116,118.0,1063.0,31983,1307803,40.89,127.53910719999999,0.21203694899999997,maluku utara,14,0.0,0.0,7.646411577278841e-07,0.5714285714285714,0.0,0.14285714285714285,0.0,0.0,inf
18,2020-04-08,Aceh,1,5,0,0,1,0,6,Aceh,Province,,Indonesia,Asia,Sumatera,UTC+07:00,Daerah Khusus,18,5.0,289,,6497.0,57956,5247257,90.54,96.91052174,4.225614628,aceh,1,0.0,0.0,1.9057576177419937e-07,0.7142857142857143,0.0,0.14285714285714285,0.0,16.67,inf
8758,2020-04-08,Gorontalo,0,0,0,0,0,0,0,Gorontalo,Province,,Indonesia,Asia,Sulawesi,UTC+08:00,,5,1.0,77,72.0,657.0,11257,1180651,104.88,122.3760581,0.687002604,gorontalo,26,0.0,0.0,0.0,0.7142857142857143,0.0,0.14285714285714285,0.0,,
6098,2020-04-08,Kalimantan Timur,1,27,4,0,1,0,32,Kalimantan Timur,Province,,Indonesia,Asia,Kalimantan,UTC+08:00,,7,3.0,103,197.0,841.0,129067,3552191,27.52,116.4684405,0.45385803,kalimantan timur,10,0.0,0.0,2.815163936849117e-07,0.8571428571428571,0.0,0.14285714285714285,0.0,3.12,inf
1918,2020-04-08,Bengkulu,0,1,0,0,1,0,2,Bengkulu,Province,,Indonesia,Asia,Sumatera,UTC+07:00,,9,1.0,129,172.0,1341.0,19919,1999539,100.38,102.3384213,-3.533583627,bengkulu,20,0.0,0.0,0.0,0.8571428571428571,0.0,0.0,0.0,50.0,
9518,2020-04-08,Bangka-Belitung,0,1,0,0,1,0,2,Bangka-Belitung,Province,,Indonesia,Asia,Sumatera,UTC+07:00,,6,1.0,47,82.0,309.0,16424,1379767,84.01,106.5499324,-2.447444127,kepulauan bangka belitung,5,0.0,0.0,0.0,0.8571428571428571,0.0,0.0,0.0,50.0,
9138,2020-04-08,Maluku,2,2,1,0,0,0,3,Maluku,Province,,Indonesia,Asia,Maluku,UTC+09:00,,9,2.0,118,35.0,1198.0,46914,1847097,39.37,129.57679199999998,-3.192572,maluku,13,0.0,0.0,1.0827801680149987e-06,0.7142857142857143,0.0,0.0,0.0,0.0,-0.33333333333333337
11798,2020-04-08,Jakarta Raya,101,1286,70,5,114,8,1470,Jakarta Raya,Province,,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5.0,44,267.0,,664,10846145,16334.31,106.8361183,-6.204698991,dki jakarta,27,0.01,0.0,9.312064332534739e-06,15.0,0.0,1.1428571428571428,0.0,7.76,100.0
4958,2020-04-08,Riau,0,11,1,0,0,0,12,Riau,Province,,Indonesia,Asia,Sumatera,UTC+07:00,,10,2.0,169,268.0,1591.0,87024,6074100,69.8,101.8051092,0.511647851,riau,18,0.0,0.0,0.0,14.857142857142858,0.0,1.1428571428571428,0.0,0.0,-1.0
3058,2020-04-08,Jawa Tengah,7,104,14,0,22,0,140,Jawa Tengah,Province,,Indonesia,Asia,Jawa,UTC+07:00,,29,6.0,576,753.0,7809.0,32801,36364072,1108.64,110.2011149,-7.259097177,jawa tengah,30,0.0,0.0,1.9249769387762733e-07,15.857142857142858,0.0,1.1428571428571428,0.0,15.71,inf
6478,2020-04-08,Kalimantan Utara,1,16,0,0,0,0,16,Kalimantan Utara,Province,,Indonesia,Asia,Kalimantan,UTC+08:00,,4,1.0,53,35.0,447.0,75468,648407,8.59,116.2188791,2.8910126210000002,kalimantan utara,0,0.0,0.0,1.5422412157795953e-06,15.857142857142858,0.0,1.1428571428571428,0.0,0.0,0.0
9898,2020-04-08,Bali,6,29,18,0,2,0,49,Bali,Province,,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,1.0,57,80.0,636.0,5780,4216171,729.43,115.1317136,-8.369471687999999,bali,24,0.0,0.0,1.4230921848283669e-06,16.714285714285715,0.0,1.1428571428571428,0.0,4.08,inf
11038,2020-04-08,Nusa Tenggara Barat,0,10,0,0,0,0,10,Nusa Tenggara Barat,Province,,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,2.0,117,145.0,995.0,18572,5270247,283.77,117.5086257,-8.606998866,nusa tenggara barat,15,0.0,0.0,0.0,16.714285714285715,0.0,1.1428571428571428,0.0,0.0,
4578,2020-04-08,Banten,18,187,7,0,18,0,212,Banten,Province,,Indonesia,Asia,Jawa,UTC+07:00,,4,4.0,155,313.0,1238.0,9663,10722374,1109.64,106.10900430000001,-6.4567363879999995,banten,25,0.0,0.0,1.6787327134830403e-06,19.0,0.0,1.1428571428571428,0.0,8.49,8.0
12559,2020-04-09,Kalimantan Selatan,0,20,0,0,2,2,22,Kalimantan Selatan,Province,,Indonesia,Asia,Kalimantan,UTC+08:00,,11,2.0,153,144.0,1864.0,38744,4023049,103.84,115.4385783,-2.9935949789999996,kalimantan selatan,9,0.0,0.0,0.0,4.571428571428571,0.0,0.2857142857142857,0.0,9.09,-1.0
4199,2020-04-09,Sulawesi Tengah,0,3,0,0,2,0,5,Sulawesi Tengah,Province,,Indonesia,Asia,Sulawesi,UTC+08:00,,12,1.0,175,175.0,1842.0,61841,2955567,47.79,121.20109270000002,-1.00413668,sulawesi tengah,21,0.0,0.0,0.0,4.571428571428571,0.0,0.2857142857142857,0.0,40.0,
7999,2020-04-09,Kepulauan Riau,13,19,2,0,1,0,22,Kepulauan Riau,Province,,Indonesia,Asia,Sumatera,UTC+07:00,,5,2.0,75,142.0,275.0,8202,1929400,235.24,108.261746,3.916346,kepulauan riau,11,0.0,0.0,6.737845962475381e-06,5.428571428571429,0.0,0.2857142857142857,0.0,4.55,0.8571428571428572
1919,2020-04-09,Bengkulu,2,3,0,0,1,0,4,Bengkulu,Province,,Indonesia,Asia,Sumatera,UTC+07:00,,9,1.0,129,172.0,1341.0,19919,1999539,100.38,102.3384213,-3.533583627,bengkulu,20,0.0,0.0,1.0002305531424993e-06,5.571428571428571,0.0,0.2857142857142857,0.0,25.0,1.0
6859,2020-04-09,Jawa Barat,11,317,19,2,40,5,376,Jawa Barat,Province,,Indonesia,Asia,Jawa,UTC+07:00,,18,9.0,627,645.0,5312.0,35378,45161325,1276.55,107.6037083,-6.920432083,jawa barat,29,0.0,0.0,2.43571241543511e-07,6.285714285714286,0.0,1.0,0.0,10.64,0.8333333333333333
1539,2020-04-09,Sumatera Utara,0,55,0,0,4,0,59,Sumatera Utara,Province,,Indonesia,Asia,Sumatera,UTC+07:00,,25,8.0,450,693.0,5417.0,72981,14874889,203.82,99.05196442,2.191894453,sumatera utara,4,0.0,0.0,0.0,6.285714285714286,0.0,1.0,0.0,6.78,
4959,2020-04-09,Riau,0,11,1,0,0,0,12,Riau,Province,,Indonesia,Asia,Sumatera,UTC+07:00,,10,2.0,169,268.0,1591.0,87024,6074100,69.8,101.8051092,0.511647851,riau,18,0.0,0.0,0.0,3.7142857142857144,0.0,1.0,0.0,0.0,-1.0
11419,2020-04-09,Kalimantan Tengah,0,14,6,0,0,0,20,Kalimantan Tengah,Province,,Indonesia,Asia,Kalimantan,UTC+07:00,,13,1.0,136,139.0,1432.0,153565,2570289,16.74,113.41765359999998,-1.602484653,kalimantan tengah,31,0.0,0.0,0.0,3.7142857142857144,0.0,0.7142857142857143,0.0,0.0,
1159,2020-04-09,Sulawesi Selatan,10,107,23,2,8,2,138,Sulawesi Selatan,Province,,Indonesia,Asia,Sulawesi,UTC+08:00,,21,3.0,311,792.0,2255.0,46717,9426885,201.78,120.16205590000001,-3.731080714,sulawesi selatan,19,0.0,0.0,1.0607957984000016e-06,5.142857142857143,0.0,1.0,0.0,5.8,inf
4579,2020-04-09,Banten,6,191,7,0,20,2,218,Banten,Province,,Indonesia,Asia,Jawa,UTC+07:00,,4,4.0,155,313.0,1238.0,9663,10722374,1109.64,106.10900430000001,-6.4567363879999995,banten,25,0.0,0.0,5.595775711610134e-07,4.142857142857143,0.0,1.2857142857142858,0.0,9.17,-0.5384615384615384
3059,2020-04-09,Jawa Tengah,4,104,18,4,22,0,144,Jawa Tengah,Province,,Indonesia,Asia,Jawa,UTC+07:00,,29,6.0,576,753.0,7809.0,32801,36364072,1108.64,110.2011149,-7.259097177,jawa tengah,30,0.0,0.0,1.0999868221578706e-07,4.428571428571429,0.0,1.2857142857142858,0.0,15.28,1.0
11039,2020-04-09,Nusa Tenggara Barat,6,14,2,2,0,0,16,Nusa Tenggara Barat,Province,,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,2.0,117,145.0,995.0,18572,5270247,283.77,117.5086257,-8.606998866,nusa tenggara barat,15,0.0,0.0,1.1384665652292958e-06,3.7142857142857144,0.0,0.5714285714285714,0.0,0.0,-0.4545454545454546
9519,2020-04-09,Bangka-Belitung,1,2,0,0,1,0,3,Bangka-Belitung,Province,,Indonesia,Asia,Sumatera,UTC+07:00,,6,1.0,47,82.0,309.0,16424,1379767,84.01,106.5499324,-2.447444127,kepulauan bangka belitung,5,0.0,0.0,7.247600500664243e-07,3.857142857142857,0.0,0.5714285714285714,0.0,33.33,inf
12179,2020-04-09,Jawa Timur,27,157,49,3,17,1,223,Jawa Timur,Province,,Indonesia,Asia,Jawa,UTC+07:00,,29,9.0,666,777.0,7724.0,47803,40479023,846.78,112.73294140000002,-7.723345579,jawa timur,7,0.0,0.0,6.670121460194333e-07,7.714285714285714,0.0,0.7142857142857143,0.0,7.62,inf
5359,2020-04-09,Papua,0,33,3,0,2,0,38,Papua,Province,,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,28,1.0,560,110.0,5411.0,319036,4340348,13.6,138.69603,-4.66620953,papua,17,0.0,0.0,0.0,7.714285714285714,0.0,0.7142857142857143,0.0,5.26,
5358,2020-04-09,Papua,0,1,0,0,1,0,2,Papua,Province,,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,28,1.0,560,110.0,5411.0,319036,4340348,13.6,138.69603,-4.66620953,papua,17,0.0,0.0,0.0,6.285714285714286,0.0,0.42857142857142855,0.0,50.0,-1.0
9139,2020-04-09,Maluku,0,2,1,0,0,0,3,Maluku,Province,,Indonesia,Asia,Maluku,UTC+09:00,,9,2.0,118,35.0,1198.0,46914,1847097,39.37,129.57679199999998,-3.192572,maluku,13,0.0,0.0,0.0,5.428571428571429,0.0,0.14285714285714285,0.0,0.0,-1.0
8379,2020-04-09,Lampung,0,13,1,1,1,0,15,Lampung,Province,,Indonesia,Asia,Sumatera,UTC+07:00,,13,2.0,228,205.0,2435.0,34624,9095591,262.7,105.02143659999999,-4.916792975,lampung,12,0.0,0.0,0.0,4.857142857142857,0.0,0.14285714285714285,0.0,6.67,-1.0
8759,2020-04-09,Gorontalo,0,0,0,0,0,0,0,Gorontalo,Province,,Indonesia,Asia,Sulawesi,UTC+08:00,,5,1.0,77,72.0,657.0,11257,1180651,104.88,122.3760581,0.687002604,gorontalo,26,0.0,0.0,0.0,4.0,0.0,0.14285714285714285,0.0,,-1.0
779,2020-04-09,Maluku Utara,0,1,1,1,0,0,2,Maluku Utara,Province,,Indonesia,Asia,Maluku,UTC+09:00,,8,2.0,116,118.0,1063.0,31983,1307803,40.89,127.53910719999999,0.21203694899999997,maluku utara,14,0.0,0.0,0.0,3.857142857142857,0.0,0.14285714285714285,0.0,0.0,-1.0
10659,2020-04-09,Nusa Tenggara Timur,1,1,0,0,0,0,1,Nusa Tenggara Timur,Province,,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,21,1.0,309,327.0,3026.0,48718,5411321,111.07,121.592271,-8.682205,nusa tenggara timur,16,0.0,0.0,1.8479776010330934e-07,0.14285714285714285,0.0,0.0,0.0,0.0,-0.962962962962963
2319,2020-04-09,Sumatera Barat,1,14,1,0,2,0,17,Sumatera Barat,Province,,Indonesia,Asia,Sumatera,UTC+07:00,,12,7.0,179,230.0,928.0,42013,5519245,131.37,100.46506240000001,-0.850253225,sumatera barat,2,0.0,0.0,1.811842018247061e-07,0.2857142857142857,0.0,0.0,0.0,11.76,inf
9899,2020-04-09,Bali,14,43,18,0,2,0,63,Bali,Province,,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,1.0,57,80.0,636.0,5780,4216171,729.43,115.1317136,-8.369471687999999,bali,24,0.0,0.0,3.3205484312661893e-06,2.2857142857142856,0.0,0.0,0.0,3.17,inf
6099,2020-04-09,Kalimantan Timur,0,25,6,2,1,0,32,Kalimantan Timur,Province,,Indonesia,Asia,Kalimantan,UTC+08:00,,7,3.0,103,197.0,841.0,129067,3552191,27.52,116.4684405,0.45385803,kalimantan timur,10,0.0,0.0,0.0,2.2857142857142856,0.0,0.0,0.0,3.12,
2318,2020-04-09,Sumatera Barat,0,18,0,0,0,0,18,Sumatera Barat,Province,,Indonesia,Asia,Sumatera,UTC+07:00,,12,7.0,179,230.0,928.0,42013,5519245,131.37,100.46506240000001,-0.850253225,sumatera barat,2,0.0,0.0,0.0,2.2857142857142856,0.0,0.0,0.0,0.0,
3459,2020-04-09,Sulawesi Utara,0,6,1,0,1,0,8,Sulawesi Utara,Province,,Indonesia,Asia,Sulawesi,UTC+08:00,,11,4.0,171,332.0,1507.0,13892,2641884,190.17,124.5212396,1.259638212,sulawesi utara,22,0.0,0.0,0.0,2.2857142857142856,0.0,0.0,0.0,12.5,
3458,2020-04-09,Sulawesi Utara,5,14,1,0,0,0,15,Sulawesi Utara,Province,,Indonesia,Asia,Sulawesi,UTC+08:00,,11,4.0,171,332.0,1507.0,13892,2641884,190.17,124.5212396,1.259638212,sulawesi utara,22,0.0,0.0,1.8925887737690224e-06,3.0,0.0,0.0,0.0,0.0,inf
399,2020-04-09,Jambi,0,2,0,0,0,0,2,Jambi,Province,,Indonesia,Asia,Sumatera,UTC+07:00,,9,2.0,141,163.0,1399.0,50058,3493357,69.79,102.72364040000001,-1.69769766,jambi,28,0.0,0.0,0.0,2.857142857142857,0.0,0.0,0.0,0.0,-1.0
6479,2020-04-09,Kalimantan Utara,0,16,0,0,0,0,16,Kalimantan Utara,Province,,Indonesia,Asia,Kalimantan,UTC+08:00,,4,1.0,53,35.0,447.0,75468,648407,8.59,116.2188791,2.8910126210000002,kalimantan utara,0,0.0,0.0,0.0,2.7142857142857144,0.0,0.0,0.0,0.0,-1.0
7619,2020-04-09,Sulawesi Barat,0,2,0,0,0,0,2,Sulawesi Barat,Province,,Indonesia,Asia,Sulawesi,UTC+08:00,,6,,69,73.0,575.0,16787,1559984,92.93,119.34501940000001,-2.461746053,sulawesi barat,32,0.0,0.0,0.0,0.7142857142857143,0.0,0.0,0.0,0.0,-1.0
10279,2020-04-09,Kalimantan Barat,0,5,3,0,2,0,10,Kalimantan Barat,Province,,Indonesia,Asia,Kalimantan,UTC+07:00,,12,2.0,174,99.0,2031.0,147307,5422814,36.81,111.12117759999998,-0.08647457199999999,kalimantan barat,8,0.0,0.0,0.0,0.7142857142857143,0.0,0.0,0.0,20.0,
19,2020-04-09,Aceh,0,4,1,1,1,0,6,Aceh,Province,,Indonesia,Asia,Sumatera,UTC+07:00,Daerah Khusus,18,5.0,289,,6497.0,57956,5247257,90.54,96.91052174,4.225614628,aceh,1,0.0,0.0,0.0,0.7142857142857143,0.0,0.0,0.0,16.67,
11799,2020-04-09,Jakarta Raya,236,1482,82,12,142,28,1706,Jakarta Raya,Province,,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5.0,44,267.0,,664,10846145,16334.31,106.8361183,-6.204698991,dki jakarta,27,0.02,0.0,2.1758882994833647e-05,34.42857142857143,0.0,4.0,0.0,8.32,inf
7239,2020-04-09,Yogyakarta,0,28,6,0,7,0,41,Yogyakarta,Province,,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1.0,78,46.0,392.0,3133,3631015,1158.9,110.4448783,-7.89450185,daerah istimewa yogyakarta,3,0.0,0.0,0.0,33.714285714285715,0.0,4.0,0.0,17.07,-1.0
9140,2020-04-10,Maluku,0,2,1,0,0,0,3,Maluku,Province,,Indonesia,Asia,Maluku,UTC+09:00,,9,2.0,118,35.0,1198.0,46914,1847097,39.37,129.57679199999998,-3.192572,maluku,13,0.0,0.0,0.0,33.714285714285715,0.0,4.0,0.0,0.0,
10660,2020-04-10,Nusa Tenggara Timur,0,1,0,0,0,0,1,Nusa Tenggara Timur,Province,,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,21,1.0,309,327.0,3026.0,48718,5411321,111.07,121.592271,-8.682205,nusa tenggara timur,16,0.0,0.0,0.0,33.714285714285715,0.0,4.0,0.0,0.0,
